Fitness,Label,Type,TrainDelta,TestDelta,AP_Eng1,AP_Eng2,AP_Eng3,HDG_Mode1,HDG_Mode2,HDG_Mode3,ALT_Mode1,ALT_Mode2,ALT_Mode3,HDG_Ref1,HDG_Ref2,HDG_Ref3,TurnK1,TurnK2,TurnK3,ALT_Ref1,ALT_Ref2,ALT_Ref3,Pwheel1,Pwheel2,Pwheel3,Throttle1,Throttle2,Throttle3
1.658042238,1,0,0,0,1,0,1,0,1,0,0,0,0,104.7784532,-121.2192494,-21.27272971,5.021843384,3.345257108,21.18747059,6700,6700,6700,-24.51410817,-22.40003155,0.540096498,0.585569905,0.488115839,0.59582319
-1.025926058,0,0,0,0,0,1,1,1,0,1,1,1,0,-57.27600921,-158.2348806,56.21379467,36.77985086,2.838436197,15.36225199,6700,6700,6700,6.242996814,-15.03930546,-1.804004329,0.175294131,0.431489139,0.473858037
10,1,0,0,0,0,0,0,0,1,0,0,0,1,-114.3348602,-65.95473053,-53.91363988,2.503511371,21.31560096,20.80361089,6700,6700,6700,29.14079233,-21.13614545,14.12367314,0.608318138,0.510337103,0.970877397
0.331125151,1,0,0,0,1,0,0,0,1,0,1,0,1,-11.62316163,-153.8721265,151.2032145,29.35666431,2.381760967,31.96607769,6700,6700,6700,10.19691314,-27.09215778,11.2484623,0.35422546,0.973276984,0.408384862
-0.033298975,0,0,0,0,0,1,0,0,0,0,0,1,0,92.64360374,-149.7586993,97.74666569,11.5207625,36.06457531,25.08650128,6700,6700,6700,-0.772490143,-22.88977064,9.614246199,0.046391039,0.138413125,0.839976376
0.269998664,1,0,0,0,1,1,0,0,1,0,1,1,1,-27.23577129,99.37302377,-139.5919951,16.24082006,7.669656752,44.79028526,6700,6700,6700,-1.618564207,-25.98269486,-24.68384055,0.304259384,0.933212151,0.369432215
1.693055015,1,0,0,0,1,0,0,1,1,1,0,0,0,84.4272889,11.327867,92.037299,32.42793543,13.13710121,1.261373947,6700,6700,6700,-6.720753986,5.671772529,-13.05710121,0.608902386,0.143798143,0.801949369
-0.051817032,0,0,0,0,0,0,1,0,0,1,1,1,1,48.38566353,-125.6493719,81.88750045,23.07836668,42.32017452,8.238402298,6700,6700,6700,-20.28035975,-8.894780316,-2.870859445,0.438872675,0.914194163,0.472021711
1.924311242,1,0,0,0,1,0,0,1,1,1,1,1,1,-61.55814797,-134.1276148,-5.256421174,34.52141046,36.07907322,12.28692826,6700,6700,6700,-9.908735352,-27.17207028,12.69483125,0.794900567,0.457061503,0.745776556
1.382813356,1,0,0,0,1,0,0,0,1,1,1,1,0,2.97701697,-107.8152699,-98.93153715,14.3857072,23.17829983,39.87339987,6700,6700,6700,22.57588532,6.158086638,-2.107721866,0.20923006,0.99720744,0.738662125
