Fitness,Label,Type,TrainDelta,TestDelta,AP_Eng1,AP_Eng2,AP_Eng3,HDG_Mode1,HDG_Mode2,HDG_Mode3,ALT_Mode1,ALT_Mode2,ALT_Mode3,HDG_Ref1,HDG_Ref2,HDG_Ref3,TurnK1,TurnK2,TurnK3,ALT_Ref1,ALT_Ref2,ALT_Ref3,Pwheel1,Pwheel2,Pwheel3
-27.2995034940344,0,0,0,0,0,1,1,0,1,1,0,1,0,-121.502020488189,-121.385866919673,9.41051664748261,27.3387503131484,31.7841546646702,43.7123169957349,58.0626259406476,329.960415054782,938.123382492391,-18.5514974482364,-4.47605277811975,-24.4563166936544
-17.9729961205607,0,0,0,0,0,0,0,1,1,0,0,0,1,-30.4635764673441,-173.468614132065,171.176365352827,18.0122429396747,30.7017994230935,16.784646117246,14.1720231191625,689.743198033468,448.508628410345,20.8446156203926,-28.0460060041232,4.7713270228806
-12.8741750726059,0,0,0,0,1,0,0,1,1,0,0,0,1,-119.774360490038,-31.4370907208941,-117.655380796537,43.3091819538586,17.0881043916413,24.7497289513616,336.649240779124,274.736603003117,783.116265772254,-26.199163415014,11.9186827091868,-7.73950413044352
-27.8082864463732,0,0,0,0,0,0,1,0,0,0,0,0,0,7.30476013685478,161.225871774156,53.5802954146453,27.8475332654872,36.803102789395,27.5313208046921,300.320008440881,484.355082051858,864.907678105067,16.9714521455281,13.1561225106245,28.9102747740123
0.876655275304827,1,0,0,0,1,0,0,0,1,0,1,1,0,-33.2766716906962,143.580437631381,-70.6016180289201,4.30785301292014,24.7820520374506,21.5484753040188,8.15584391308433,52.3014259815808,37.0669153648063,-25.1789746119191,-2.85374848395485,-14.0446497648552
-33.389865188953,0,0,0,0,0,1,1,0,1,1,1,1,0,-165.677791956784,-52.7951682788577,-8.88252213422965,33.429112008067,35.1414140476438,28.5562533190911,302.96435086606,6.41324217569506,614.668818889678,-2.00843024732818,-28.1476948981572,-21.7602951312312
0.638265638599083,1,0,0,0,1,0,0,0,1,1,0,0,1,-170.411393395805,-68.0327902621483,65.4596447747596,7.68494362746884,33.6699350375987,26.0221084951052,752.775042428529,552.253198254729,760.54127644087,22.1912560025962,-5.82475233083314,-4.57670270451767
0.560745541030165,1,0,0,0,1,1,0,0,0,1,1,0,0,116.27508191521,126.902562913423,175.911113473721,11.3051974122164,21.9160879973835,18.7119370282058,803.434812930988,793.430190653303,40.2814688623369,16.5009735124151,-2.60853861312242,-7.89841003550048
-43.7334722670411,0,0,0,0,0,0,1,1,1,1,0,1,0,-71.2484726418093,3.99288595795366,5.30572192949049,43.7727190861551,23.2186652360536,3.1789931360799,405.782385256654,847.60103243893,914.139314885081,-15.0275758864733,-3.29166283515795,-29.7864676034624
-59.1694133079503,0,0,0,0,1,0,0,1,0,0,1,1,1,-13.7006995335315,133.183013355423,23.0618596717763,31.9551591851483,40.6977830264941,21.2243005580494,644.121196081459,311.103523577303,971.382271284068,-20.6618484131609,8.16626996583297,-13.8184351316952
-36.5881700253494,0,0,0,0,1,1,1,1,1,1,1,0,0,104.622959814249,-38.6840198672238,173.117723505068,12.678609984404,16.816009096794,19.8745416794323,754.321371004778,435.545643193243,951.702753937284,-8.4192775738774,-17.6162114164711,10.7432934214257
