Fitness,Label,Type,TrainDelta,TestDelta,AP_Eng1,AP_Eng2,AP_Eng3,HDG_Mode1,HDG_Mode2,HDG_Mode3,ALT_Mode1,ALT_Mode2,ALT_Mode3,HDG_Ref1,HDG_Ref2,HDG_Ref3,TurnK1,TurnK2,TurnK3,ALT_Ref1,ALT_Ref2,ALT_Ref3,Pwheel1,Pwheel2,Pwheel3
-6.462315373,0,0,0,0,0,0,1,1,0,0,1,0,0,-105.4845037,103.3101686,-143.6233629,6.501562192,29.12704163,43.92391201,984.51139,702.6294223,744.9390693,-1.873298671,-12.14278365,25.39972141
-35.35373824,0,0,0,0,0,0,0,1,1,1,1,1,1,147.7177505,105.9825341,160.735293,35.39298506,19.6084156,4.111733449,947.2053885,435.8604466,261.2081588,-14.78693161,6.072201938,11.1533633
0.105620774,1,0,0,0,1,1,0,0,0,1,1,1,1,140.4568448,-62.40077861,-117.82512,14.97712748,31.08748339,4.760100879,383.6205271,307.0811166,412.4003183,-22.6637367,18.5767178,26.70893556
-46.52278587,0,0,0,0,1,0,0,1,0,1,1,1,0,64.52722277,-155.4879651,-101.6042044,19.2774802,7.136851086,35.53500942,810.6323226,899.5908853,886.0868833,-9.691165776,-10.66772927,21.21660551
-39.82109633,0,0,0,0,0,0,1,1,0,0,1,0,0,6.902312221,-38.6130077,-154.0527967,39.86034315,41.44532341,6.229499497,256.5707063,234.9617406,359.9634653,-4.284906234,-13.82307036,-13.08615913
-41.72119086,0,0,0,0,0,0,0,0,0,0,1,1,0,-41.15556584,3.326538546,-162.2448411,41.76043768,32.92673096,13.86455546,516.1010588,696.9697315,442.5528517,-29.18308848,-15.96685538,10.57231108
-23.32199555,0,0,0,0,0,1,0,0,0,0,1,1,0,6.991406257,-70.70758638,70.10039194,23.36124237,14.37115931,29.3738135,998.0028984,417.79493,765.7606294,-19.96551936,21.45653755,-7.28153172
-44.1832964,0,0,0,0,0,0,1,1,1,0,1,1,0,89.34541529,70.99988135,-47.35760824,44.22254322,7.770261627,18.37633871,593.6127448,168.5848451,662.5415927,1.77083985,17.60554379,8.450790569
-6.390300092,0,0,0,0,0,0,1,0,1,1,0,1,0,-47.31464492,-140.6283018,47.91315319,6.429546911,21.38152,24.91152166,360.2266382,444.3622532,431.4600203,6.581898372,-18.44817454,24.46790746
-43.35810118,0,0,0,0,0,0,1,1,1,1,1,1,0,144.0912482,-151.5336614,109.8895175,43.397348,44.95461706,13.39879686,821.0482004,825.6710104,255.0922106,-7.975576183,11.01115865,0.979767255
-16.32733453,0,0,0,0,0,1,0,0,0,0,0,0,0,-104.5634279,-89.46280934,-46.8479099,16.36658135,25.68038592,2.070981221,672.6311974,390.7830274,39.95392537,13.03081424,11.81110499,16.60046019
-35.23036842,0,0,0,0,0,0,0,0,1,0,1,1,1,139.9665065,-11.48095738,31.5074317,35.26961523,24.44549921,40.43319651,617.722667,147.0229911,107.4262377,-25.06929371,14.34431958,13.35707786
-36.75070753,0,0,0,0,0,1,0,1,0,1,1,1,0,-101.3708164,101.4741537,-152.149874,36.78995434,10.50714324,18.43612528,924.1086645,416.2527824,321.9686714,25.20412539,7.865835978,-22.24891632
-6.612123068,0,0,0,0,0,0,1,0,0,0,0,0,0,-115.1345642,94.95983285,100.073857,6.651369887,1.865035232,16.10928633,432.761411,20.44802321,158.4791406,9.33621885,5.403101002,9.278669333
-6.673863167,0,0,0,0,1,0,1,0,1,1,0,1,1,-10.18433607,156.6948336,137.6255039,37.10887005,36.96174612,23.23649651,686.4274176,644.6016022,118.5424293,-17.8652483,22.39396401,-15.20552769
-21.58318991,0,0,0,0,1,0,1,1,1,0,0,0,1,-146.840797,-63.03709089,-158.1860739,7.333055443,30.3055603,12.03269515,612.999021,704.8392706,853.8157663,18.18858672,-2.615531684,-2.977253062
-34.60418378,0,0,0,0,0,1,0,0,1,0,1,0,1,173.8502549,84.93112536,-9.841249857,34.6434306,40.10908465,35.92499194,944.9697556,848.9158804,101.5041107,-24.27411123,-18.40905886,28.30702148
