Fitness,Label,Type,TrainDelta,TestDelta,AP_Eng1,AP_Eng2,AP_Eng3,HDG_Mode1,HDG_Mode2,HDG_Mode3,ALT_Mode1,ALT_Mode2,ALT_Mode3,HDG_Ref1,HDG_Ref2,HDG_Ref3,TurnK1,TurnK2,TurnK3,ALT_Ref1,ALT_Ref2,ALT_Ref3,Pwheel1,Pwheel2,Pwheel3
12.93377772,1,0,0,0,1,0,0,0,1,0,0,0,1,-64.88201766,-108.6038769,-46.87589221,1.081347064,29.88764587,1.12842063,629.8124386,455.5137324,123.4946854,26.44733883,-2.598009584,-15.83903025
4.422946967,1,0,0,0,0,1,1,1,1,1,1,1,1,-53.68222334,-12.44667267,156.05,14.40558495,43.94942281,22.63631244,125.7581565,815.7207386,421.8450468,-3.75164478,-17.69059674,-29.56856991
4.595618741,1,0,0,0,0,0,1,1,1,1,1,1,1,-107.8847898,-156.2253011,-41.56408268,39.21943223,23.20180908,9.528588879,167.33328,181.1395037,171.3583029,-14.63076685,-1.715649548,-25.77507897
3.916676094,1,0,0,0,1,1,1,1,1,0,1,1,0,7.908540235,3.047288044,58.4167324,37.97225621,31.16801685,38.31042283,547.1616685,393.0941227,642.1774849,-18.22692813,15.20201387,-8.374477377
31.24465766,1,0,0,0,0,0,0,0,1,0,0,0,0,-114.2837566,69.88799035,54.67533184,33.02813266,25.12862604,35.54818224,156.4002782,27.4882406,78.07645668,13.16366309,26.15950354,7.80654644
10.52498937,1,0,0,0,0,1,0,1,0,0,0,0,1,90.99172918,50.03736254,-143.9571327,40.45791559,22.04427481,42.00781548,45.96924162,868.0818395,938.4460379,-26.47183389,22.21053196,-8.510493025
13.8609307,1,0,0,0,1,0,1,0,1,0,1,0,1,-47.20002542,142.1947884,-7.846788424,12.7035653,14.24248096,13.67911305,930.8464001,163.3710033,226.1231508,-10.85865171,-22.40397353,-24.03621294
3.74759573,1,0,0,0,1,0,1,0,0,0,0,1,1,135.7747776,-9.00054594,161.4973681,25.31807968,24.70373666,27.9686498,327.4777711,948.8191013,640.2703527,-17.34656341,27.2879887,4.568908854
14.71453738,1,0,0,0,0,1,0,1,0,1,0,1,0,-129.1968346,24.77228044,-112.7761454,27.16656272,14.17033604,17.31319149,706.446105,957.8531627,241.4893492,-17.21338477,-2.103482128,20.69360474
3.71394404,1,0,0,0,1,1,1,1,1,1,0,0,1,85.15084451,83.30740476,160.8371774,28.31807581,34.71745994,28.13164825,338.9772426,342.0487725,716.5247338,9.304738833,9.994211656,-28.74234296
0.93224426,1,0,0,0,1,0,1,0,1,0,1,0,0,48.55688933,-6.043425175,29.37611608,36.67884495,38.67702218,41.52613863,232.0010596,940.0953166,256.5410652,16.29723733,19.03785477,-13.55390724
4.568393372,1,0,0,0,0,1,1,0,1,1,1,0,0,78.4927975,103.8700664,41.14729723,24.61378579,18.7479262,24.80332098,659.1278084,551.3048624,489.8585342,10.27843856,17.8292267,-0.905550738
11.17599765,1,0,0,0,1,1,1,0,0,0,1,0,1,97.78212574,-147.8285618,97.7491765,2.414169864,21.94065375,12.31094445,877.1426371,43.12907583,632.6858823,24.5571455,-6.737483581,-18.67169282
3.637690646,1,0,0,0,0,0,1,1,0,1,1,0,0,38.53426001,-151.3446737,-166.573402,18.44966553,37.14694001,31.94887093,392.8778063,211.7221731,158.054591,-11.91578768,-22.65473747,-20.81163894
2.854418324,1,0,0,0,1,1,1,0,0,1,0,1,1,-40.4076233,-169.9854381,-168.1317493,41.11201458,6.30659521,22.26789967,250.5334985,10.51276829,668.8126599,-1.627139635,21.47899839,6.84409031
-4.594683472,0,0,0,0,1,0,0,1,1,1,1,0,1,127.4706748,165.5532559,-13.0640366,28.99242878,13.69618651,13.66287169,500.0762475,390.2654328,504.4508309,-12.32817522,26.06123698,4.213989407
3.888001117,1,0,0,0,0,1,1,1,1,1,1,0,1,-58.28835568,46.7311978,-79.64271627,17.91558213,3.687338697,33.12584617,7.378755518,762.2110358,757.0308439,21.5374629,-13.98181701,-19.60416442
2.702146115,1,0,0,0,1,1,1,0,0,1,0,0,0,-81.43139711,-14.97003574,-97.28216494,20.12341116,9.254459966,17.77276548,364.4580619,307.4882697,992.9690285,-10.85810578,14.43039308,13.28357895
2.450237986,1,0,0,0,1,0,1,0,0,1,1,1,0,-137.0819672,-166.7480861,-61.45611142,8.998497223,2.72821986,16.86164961,525.3544518,920.9441761,341.6106472,-25.6973059,-4.242432857,1.619341809
29.23626874,1,0,0,0,0,1,0,1,1,1,0,0,0,-45.46332912,104.8946304,-52.03473166,24.8825833,7.115686474,12.50962597,559.9105066,441.7520929,29.3292949,-14.8489523,3.489033312,-4.281821
9.515772804,1,0,0,0,0,1,0,0,1,0,0,1,0,-157.085319,112.5110077,148.0375057,43.76817656,31.72732095,13.16046219,602.2190256,876.707109,441.5757457,-27.22029918,17.5965655,-15.6536326
-4.553225791,0,0,0,0,1,0,0,0,0,1,1,1,1,132.6357204,54.87179989,-114.624177,29.95761426,12.07870491,31.21547086,567.8073555,196.2362556,449.6703967,25.96609028,-17.52443684,-3.346698281
