Fitness,Label,Type,TrainDelta,TestDelta,AP_Eng1,AP_Eng2,AP_Eng3,HDG_Mode1,HDG_Mode2,HDG_Mode3,ALT_Mode1,ALT_Mode2,ALT_Mode3,HDG_Ref1,HDG_Ref2,HDG_Ref3,TurnK1,TurnK2,TurnK3,ALT_Ref1,ALT_Ref2,ALT_Ref3,Pwheel1,Pwheel2,Pwheel3,Throttle1,Throttle2,Throttle3
-1.162030047,0,0,0,0,1,1,0,1,0,1,0,1,1,-104.4055032,-37.44875597,71.15197112,11.11067112,23.4071712,43.13819956,6700,6700,6700,-6.999618442,-10.12523918,-15.97547803,0.254492245,0.722860838,0.211760288
1.626647674,1,0,0,0,0,1,1,1,1,0,0,1,0,-140.7033409,55.89314572,-85.64893899,6.15957536,21.41167492,36.05641793,6700,6700,6700,-1.95040102,12.64643498,23.89609692,0.466255222,0.35555667,0.017469289
1.027181483,1,0,0,0,1,1,1,0,1,0,0,0,1,21.05624005,44.71319105,-179.9226705,21.61560739,30.81001388,42.38238897,6700,6700,6700,19.32214212,-22.90526217,-1.725843079,0.994189194,0.047828816,0.300416801
2.241779418,1,0,0,0,0,0,1,0,1,1,1,0,0,38.10576378,-79.1622449,-53.80952857,1.831855185,26.35539846,20.07071532,6700,6700,6700,-25.2697962,2.1927846,21.44028981,0.013125292,0.905148447,0.509672585
10,1,0,0,0,0,0,0,1,1,0,0,0,0,-31.37587425,-112.0931594,69.18464033,25.14098526,44.71936486,18.50189132,6700,6700,6700,24.81115186,-22.03749317,23.34186491,0.412666998,0.589129706,0.815139096
10,1,0,0,0,0,0,0,0,0,0,1,1,1,3.234998067,17.06373231,173.6421094,36.68134311,9.973985071,21.96866356,6700,6700,6700,-10.55964667,2.350541041,-6.472424476,0.875119872,0.650188224,0.71483798
10,1,0,0,0,0,0,0,0,1,0,0,0,1,-46.63099628,-128.2829619,-78.14726506,39.20193845,38.17801745,14.64720276,6700,6700,6700,-22.60919775,-18.86719358,-23.59694296,0.177894761,0.996109191,0.995068238
-0.763960443,0,0,0,0,1,0,1,1,0,0,1,1,0,-105.0791761,-106.6248611,-174.5984956,24.86093223,13.49388264,9.822847086,6700,6700,6700,-15.76107077,-13.54231572,-16.59090299,0.062452426,0.759950893,0.609111485
-4.880884648,0,0,0,0,1,1,1,1,1,1,0,0,1,-75.15905125,-179.376434,-158.5071766,4.895156931,41.48254422,6.097556466,6700,6700,6700,-22.22639767,11.56860695,-19.30879527,0.530475029,0.95887042,0.771436438
-0.006883787,0,0,0,0,0,1,0,1,0,0,1,1,0,43.9786948,80.18456721,-173.320575,28.34763353,6.659038716,43.3792166,6700,6700,6700,-2.863440845,10.11377097,-6.896209226,0.458633881,0.248176174,0.334961488
-1.366710181,0,0,0,0,0,1,1,1,1,0,1,1,1,14.16838011,106.2961783,-60.362145,18.95548141,18.0623008,9.441214142,6700,6700,6700,-12.72718022,-23.93223549,26.56156204,0.154536492,0.106738832,0.654017325
0.814354089,1,0,0,0,1,1,0,1,0,0,0,0,0,-37.85461556,146.7427429,177.3173529,9.186257997,21.80371597,4.840897053,6700,6700,6700,-3.227181192,24.77767663,25.12127637,0.35156142,0.128213707,0.145478534
2.51537404,1,0,0,0,1,1,0,0,0,0,0,1,0,61.96328846,155.8537769,-155.1412906,13.8316079,30.08043271,7.050985624,6700,6700,6700,14.87138829,-5.872484858,23.09856059,0.75697093,0.71379608,0.5208542
2.082398721,1,0,0,0,1,0,1,0,0,1,1,0,0,35.61237794,-54.10230215,75.23161575,18.68157154,15.21649064,42.57430997,6700,6700,6700,1.672207417,17.6075319,-21.48419531,0.794793298,0.8164821,0.901302239
10,1,0,0,0,0,0,0,0,0,0,0,0,1,72.55802927,104.280805,80.91299212,20.63272586,24.60762835,32.73008096,6700,6700,6700,23.79930928,22.13465363,-16.98736597,0.352795832,0.221985592,0.423579945
10,1,0,0,0,0,0,0,0,0,0,1,0,0,92.7107203,151.1288567,-82.27750703,2.646676828,36.79572176,1.82022943,6700,6700,6700,13.67357002,-15.21379308,-20.25855298,0.482233761,0.212306744,0.765761816
10,1,0,0,0,0,0,0,0,0,0,1,0,0,54.35323226,-47.68778197,173.1120895,35.32028177,20.72042459,21.4706031,6700,6700,6700,23.18476717,-14.61655711,21.77358903,0.604917461,0.01830157,0.671886972
0.675783554,1,0,0,0,1,1,0,1,1,1,1,0,1,111.8751154,35.11772159,-1.095657417,39.13349006,37.94589045,20.27620532,6700,6700,6700,26.46556132,8.29524533,-13.76190551,0.406446244,0.086384789,0.179915055
1.170952114,1,0,0,0,1,0,0,0,1,0,0,0,0,115.8894853,12.48381514,-49.63184938,40.61693678,16.020974,32.95913773,6700,6700,6700,3.425516811,-3.941117271,-20.65889938,0.040570729,0.995014469,0.630659071
1.312375409,1,0,0,0,0,1,0,0,0,1,0,1,0,-145.743656,99.59870696,119.5552683,15.51121104,35.08887698,9.667799588,6700,6700,6700,28.15391114,9.325338371,-3.275264639,0.049613099,0.677087989,0.213741255
-0.846317397,0,0,0,0,1,0,1,1,1,1,0,0,1,0.216574412,113.1736739,113.6196404,0.318587677,6.613602709,16.43842633,6700,6700,6700,27.60984654,17.81410298,0.778011046,0.435841462,0.45986109,0.849310084
0.454921739,1,0,0,0,1,0,1,1,1,0,1,1,0,101.256233,58.19388752,-29.96770859,18.79738655,39.61077138,25.07036736,6700,6700,6700,-24.17060964,-12.49747462,-17.27840942,0.027497931,0.999984467,0.830141513
10,1,0,0,0,0,0,0,1,0,1,0,1,0,-140.7807173,-29.65347808,164.181391,12.94013565,22.84311203,14.42154815,6700,6700,6700,15.32720311,28.2036094,-9.982341697,0.907732716,0.607446731,0.323889148
10,1,0,0,0,0,0,0,0,0,1,0,0,0,-175.127103,126.335669,-175.7699596,10.23008455,21.29655783,37.32655871,6700,6700,6700,-8.03401047,4.99642357,23.9611918,0.351922831,0.499227411,0.818213036
-0.837597125,0,0,0,0,1,0,0,1,1,1,0,1,0,-110.7289437,-153.9812451,-98.10971583,5.259441591,25.41328204,29.0136654,6700,6700,6700,15.47109156,-15.09033249,5.882712021,0.460039685,0.204307872,0.672605352
-1.82258095,0,0,0,0,1,1,0,1,0,0,0,1,0,-31.27943407,-111.4727785,131.6973709,24.61112609,36.70746724,13.81229242,6700,6700,6700,-20.20820856,-1.925038919,16.41975347,0.697350921,0.818564937,0.455571154
-3.215316477,0,0,0,0,1,1,0,1,0,0,0,1,1,123.0059985,-124.7324937,-168.0475044,20.94998853,21.46145832,33.59682275,6700,6700,6700,-29.96218361,-7.99384066,-20.00532011,0.294113602,0.598321881,0.349268607
0.351972031,1,0,0,0,1,0,1,1,0,0,0,0,1,36.30255839,-12.27197861,50.70650116,33.27413295,37.00375092,28.25643412,6700,6700,6700,-23.91741783,-28.86164276,-22.83967658,0.473154306,0.077953465,0.917844185
10,1,0,0,0,0,0,0,1,1,1,0,0,0,18.98240355,143.9536178,159.4303701,21.74912676,41.49561682,1.715693975,6700,6700,6700,25.35002151,-14.23046695,0.984190984,0.484835466,0.277465864,0.75121026
-0.424624437,0,0,0,0,0,1,0,1,1,0,1,1,0,38.78018149,118.6027099,168.8293636,4.699990692,22.65254955,25.24162378,6700,6700,6700,-21.3996827,5.813723294,29.36075817,0.001421878,0.481301163,0.919697923
1.09525823,1,0,0,0,0,0,1,0,0,0,1,0,1,100.419412,-132.9466783,-179.4419309,22.89002596,13.67915693,0.675073887,6700,6700,6700,-2.889897953,-0.705613159,-7.769026853,0.416432365,0.226586686,0.335666941
10,1,0,0,0,0,0,0,1,0,0,0,1,0,88.39857824,-142.7070199,114.6593848,30.93687929,32.73442605,24.85940706,6700,6700,6700,15.79092687,-5.206360457,-21.54025805,0.042359788,0.364901614,0.537402448
-1.661939465,0,0,0,0,0,0,1,0,0,1,0,1,0,-152.5886719,31.41342814,150.675851,7.793209145,7.772605555,17.13498391,6700,6700,6700,-8.203856586,17.84597346,-8.741389353,0.30951967,0.150858328,0.089301348
-3.383182601,0,0,0,0,1,0,1,1,1,0,0,1,0,-123.8881329,-95.11469309,-105.4926297,3.566088545,38.49130373,19.20551385,6700,6700,6700,27.07861032,27.37371263,-10.09943154,0.635849365,0.312569549,0.886971953
3.438212547,1,0,0,0,0,1,1,0,1,1,0,0,1,18.38661347,4.720439762,-150.2220795,31.99818166,42.65373248,32.87154559,6700,6700,6700,-8.234348356,17.44690615,-18.46146579,0.357392979,0.639396717,0.636763892
-0.243293029,0,0,0,0,1,1,0,1,1,0,1,1,1,-143.9006829,-173.1277107,-137.8250307,35.71831826,16.47713575,22.01020204,6700,6700,6700,26.98647138,20.78450732,-17.95940329,0.704816568,0.811584902,0.50525818
-1.4868904,0,0,0,0,0,1,1,0,1,1,1,0,0,58.25681905,141.9754401,11.05816528,6.265175744,21.64067604,41.85748948,6700,6700,6700,22.3225256,4.184128988,-21.25804985,0.361034437,0.362644753,0.098104444
-2.854613373,0,0,0,0,1,0,1,1,1,1,0,0,0,-62.04866301,142.3916042,48.86139188,15.97861991,23.4552609,14.45974679,6700,6700,6700,9.349752463,24.61808416,-15.15511446,0.149795122,0.371338824,0.164751292
-0.803680581,0,0,0,0,1,1,0,0,1,0,0,1,1,58.15541022,37.21783852,-79.64545919,15.38858927,9.57418563,31.97864075,6700,6700,6700,-27.99199361,-17.49721162,-9.934806694,0.665496849,0.792712073,0.415627428
-0.281828943,0,0,0,0,1,0,1,1,0,1,0,0,0,-158.3591735,112.6047248,-7.612076273,6.832266097,7.077595661,32.99184793,6700,6700,6700,-19.13228854,1.020367637,-18.75194164,0.528816428,0.637648514,0.867282858
1.480624467,1,0,0,0,0,1,1,1,0,1,0,1,1,164.1691478,92.0501935,40.11748412,3.795756409,35.53328901,36.94295818,6700,6700,6700,10.67445287,-9.049171245,-17.09641214,0.605292862,0.947555555,0.54381281
10,1,0,0,0,0,0,0,0,1,0,1,1,1,167.5877585,-127.5092513,105.2386985,24.61119794,33.00407246,30.31354644,6700,6700,6700,-28.53024188,15.92119868,16.86456637,0.374061307,0.432740099,0.121190629
1.644704837,1,0,0,0,0,0,1,1,0,1,1,0,0,-170.3659082,-136.9401974,126.1630081,9.6755809,27.99044866,1.796875621,6700,6700,6700,17.63443043,-20.20940114,-24.40166814,0.617009533,0.166024712,0.514394231
1.075342503,1,0,0,0,0,0,1,1,0,1,0,1,1,99.04460798,-64.40439171,152.0315681,3.85948004,16.7515771,12.00694462,6700,6700,6700,-28.11800218,-16.81054421,-19.43404246,0.356901167,0.650325159,0.696943923
1.510674874,1,0,0,0,1,0,0,0,1,0,1,1,0,-13.30705683,-8.638239851,-110.1778938,15.12454082,14.00908809,0.101137892,6700,6700,6700,25.32751352,12.58013206,1.000321611,0.268070088,0.14800896,0.646618595
1.211338781,1,0,0,0,1,0,1,0,0,0,1,0,1,67.93330321,-139.3654474,-136.5748762,6.208257809,27.18620039,32.24035702,6700,6700,6700,2.821006806,19.35068352,23.1660086,0.364165967,0.358557478,0.582608178
-1.279837265,0,0,0,0,1,1,0,1,0,1,1,0,0,-151.5366048,51.91197134,-97.7745163,14.77321748,2.905323257,3.169095331,6700,6700,6700,-13.69500575,-6.904749906,13.08129659,0.702828683,0.663131657,0.757597741
0.369183956,1,0,0,0,1,1,0,1,1,1,1,0,1,-27.96215211,-63.05581922,66.14522071,25.53819069,20.09694227,8.121689824,6700,6700,6700,3.11241397,15.03006052,22.76617002,0.837506208,0.574312416,0.961164729
3.413296223,1,0,0,0,1,1,0,1,0,0,0,1,1,-153.2959145,82.58419545,-105.4816314,16.28356752,21.00546141,35.40070549,6700,6700,6700,10.4780355,26.40123004,-25.11981076,0.973697947,0.95485321,0.077519175
-0.159197253,0,0,0,0,1,0,1,1,0,1,0,0,1,129.8858622,90.56307041,157.6611433,23.8763125,20.23835863,35.40418902,6700,6700,6700,-7.766680001,4.493194873,-12.89262286,0.0959151,0.22456017,0.703265982
2.353872284,1,0,0,0,0,1,0,0,1,1,0,1,1,-8.637070208,-64.1071434,140.461685,17.08355754,33.50052887,6.431674772,6700,6700,6700,-14.48059818,-27.6008562,6.208536532,0.471664213,0.656377385,0.839511067
2.009540834,1,0,0,0,0,1,1,0,0,0,1,0,0,162.7688844,152.1663706,-18.70875986,3.951433182,20.69297534,21.68520568,6700,6700,6700,14.5436043,6.437400954,2.361016618,0.012946351,0.656207214,0.258373074
-1.473097073,0,0,0,0,0,0,1,0,1,1,1,0,0,36.58902067,-2.941560907,-159.740906,37.94555528,22.85833116,1.531717004,6700,6700,6700,27.00230613,-10.49918306,-20.82126309,0.32766512,0.588111896,0.86157118
-3.160941012,0,0,0,0,0,1,1,1,1,1,1,1,1,109.763114,51.79556662,79.75096486,37.21238898,11.85990027,38.11070628,6700,6700,6700,7.916644478,7.198801461,5.085921271,0.134382538,0.835861982,0.451157987
-2.984020391,0,0,0,0,1,1,1,0,1,0,0,0,1,86.33634257,-77.45957641,-95.47170999,15.80866616,25.74240458,12.49104149,6700,6700,6700,-25.85833672,-4.818209306,-23.51514598,0.978218384,0.680866185,0.20601392
2.564754998,1,0,0,0,0,0,1,1,1,1,0,0,0,98.31231527,84.87508993,70.3018132,43.1585389,27.56775192,41.74101669,6700,6700,6700,-20.8695058,16.52132838,0.807146748,0.479077165,0.075787096,0.856343191
2.921578571,1,0,0,0,1,0,0,1,1,0,0,0,1,-52.93521679,166.3985845,-61.15980961,22.5859547,12.06915212,26.60019039,6700,6700,6700,12.16731803,-26.89239182,-12.84883364,0.918886524,0.076777718,0.50512451
10,1,0,0,0,0,0,0,0,0,1,1,0,0,-24.25478042,106.8652944,-21.87487201,38.19161906,34.68684229,43.62370781,6700,6700,6700,20.41933498,27.85816197,-23.08820608,0.598000177,0.03726334,0.087087675
-1.424479489,0,0,0,0,0,0,1,1,1,0,0,1,0,96.0284578,130.4889508,-68.94811455,4.540134698,3.644099745,6.250616938,6700,6700,6700,9.177789067,11.26061707,-16.44557348,0.277295904,0.307726343,0.584305328
-5.892767748,0,0,0,0,0,1,1,1,1,1,1,1,0,-93.2094608,-91.40796266,-89.09426,1.249433933,23.41981975,24.82170163,6700,6700,6700,27.65080487,14.48176814,-16.94014609,0.115653515,0.745105556,0.458259833
4.421041504,1,0,0,0,0,0,1,1,1,1,0,0,1,-17.87967064,-40.07521004,103.294212,16.36789515,9.185739892,13.87896903,6700,6700,6700,2.687179339,14.51654798,29.04296182,0.831372357,0.767649112,0.616033794
1.475686039,1,0,0,0,1,0,1,0,1,1,1,0,1,-108.8175039,-145.7445264,126.9605177,32.45912343,13.66546282,29.49492417,6700,6700,6700,-4.279484377,-21.92092202,-16.44649631,0.709997842,0.370141276,0.902591756
1.98018624,1,0,0,0,1,1,0,1,1,0,0,0,1,166.1970439,75.81416072,149.6149852,34.20219587,22.85481327,26.94167992,6700,6700,6700,0.985402024,3.493339045,15.84664868,0.71381401,0.431393206,0.883713295
10,1,0,0,0,0,0,0,0,1,0,1,0,1,-61.63077983,-102.6582777,-30.98394374,1.88030035,29.85600543,16.74718708,6700,6700,6700,24.16460941,1.112079278,27.22001188,0.11381863,0.871108297,0.34221464
1.336564102,1,0,0,0,1,0,1,1,1,1,0,1,1,-67.5962444,173.7802802,-99.01671086,3.074018046,44.44256564,43.59325416,6700,6700,6700,-11.54089957,-15.76489476,-29.28482289,0.451474784,0.815752892,0.388724828
-0.550178508,0,0,0,0,0,1,0,0,1,1,1,1,0,73.25943311,19.82196063,102.1050672,44.70708511,8.63063342,12.53292297,6700,6700,6700,-13.22797484,-28.36669685,8.286180079,0.210850601,0.557248738,0.721770454
-0.76642955,0,0,0,0,1,1,0,1,1,0,1,1,1,-163.680413,-121.9768155,-14.8701472,37.10152562,16.4988332,39.58439059,6700,6700,6700,-8.978310849,-23.73139157,23.03708127,0.623251071,0.366166557,0.369693284
-1.058736177,0,0,0,0,0,1,0,0,1,0,0,0,1,49.15313421,-18.77991939,-117.0252833,9.496724594,41.17609098,23.70654002,6700,6700,6700,25.26072618,-17.06921546,14.83628552,0.393898842,0.316538135,0.322134402
-1.798733776,0,0,0,0,1,1,1,0,1,0,0,0,0,69.58711174,53.81171024,-171.2464866,38.21621254,32.86775502,15.90723949,6700,6700,6700,10.94399894,-12.64117824,-1.496203067,0.45256393,0.634025355,0.764554562
10,1,0,0,0,0,0,0,0,0,1,0,1,0,-57.01787979,-131.1289419,108.140666,30.6137473,20.98198865,42.96893447,6700,6700,6700,26.03909317,16.22390868,6.079755757,0.689707591,0.157346209,0.458026628
2.895705593,1,0,0,0,0,1,0,0,0,1,0,1,0,154.5761237,23.60394664,116.8141049,9.193611103,22.71019194,5.108887541,6700,6700,6700,17.75105121,2.180243391,-15.93535315,0.940803579,0.871291816,0.512914103
-1.48228182,0,0,0,0,1,0,1,1,0,1,0,0,1,41.45863065,-81.21903276,-22.87539105,37.58700754,28.58246717,37.67025284,6700,6700,6700,20.20388991,1.854373018,-24.68325282,0.565850639,0.722927991,0.350795907
4.476951348,1,0,0,0,1,1,0,0,1,0,0,0,0,-122.1398847,27.45154869,178.2909783,28.80122503,14.08216213,19.27795545,6700,6700,6700,21.28080008,12.92899186,-15.3590872,0.568648904,0.780452744,0.025302945
10,1,0,0,0,0,0,0,1,1,0,0,1,0,-38.26132985,-155.5948937,174.0492957,8.278812194,0.712345114,43.20788386,6700,6700,6700,28.03663684,26.64011643,28.0913175,0.932416737,0.806220951,0.171802618
1.57085584,1,0,0,0,1,1,0,0,1,1,0,0,0,157.9084483,-42.98852446,-163.2149074,23.3788637,24.73163313,34.70032538,6700,6700,6700,16.26678389,0.903447567,16.22471457,0.563779408,0.16570193,0.982568428
-0.01687896,0,0,0,0,1,1,0,0,1,1,1,1,0,-83.41678577,163.6919507,14.15432139,10.05074732,2.643409369,41.31563,6700,6700,6700,27.45830659,18.58337057,-13.67781015,0.626359045,0.985387051,0.742258193
10,1,0,0,0,0,0,0,0,1,0,1,1,1,100.1448971,60.78584856,-53.02615466,38.77091752,20.97371383,26.86551417,6700,6700,6700,-18.34707168,-3.275562816,-4.987354834,0.951489414,0.857074924,0.926651284
10,1,0,0,0,0,0,0,0,1,0,1,0,1,105.683402,-142.0200471,118.2017894,10.13922543,32.33205999,7.08016117,6700,6700,6700,15.86562898,9.42818323,-23.46689588,0.44658635,0.690384035,0.187031139
4.504433391,1,0,0,0,0,0,1,1,0,1,0,0,0,11.06644786,-153.2200089,-88.39481226,33.01883593,30.6652403,35.79025716,6700,6700,6700,-11.11183964,12.39880079,-6.660484263,0.709191357,0.559606851,0.845636387
2.548613963,1,0,0,0,1,1,0,0,1,1,0,0,0,149.8876168,134.8660196,159.3108524,35.1848582,38.83329908,29.43547775,6700,6700,6700,20.01451386,23.96407895,-21.45799717,0.595934115,0.58153516,0.77363292
10,1,0,0,0,0,0,0,1,1,0,1,1,0,54.0472221,-105.3565434,-170.6428733,20.2769062,27.85431869,41.47341977,6700,6700,6700,-10.57920962,6.283631814,-22.27971389,0.016880517,0.317495896,0.310570055
-0.35243164,0,0,0,0,1,1,1,0,0,0,1,1,0,-123.0531568,92.1295526,-129.2019876,40.08031713,19.24702793,25.69597716,6700,6700,6700,20.9954481,16.20629814,29.14226218,0.320861851,0.594454057,0.323909242
