Fitness,Label,Type,TrainDelta,TestDelta,AP_Eng1,AP_Eng2,AP_Eng3,HDG_Mode1,HDG_Mode2,HDG_Mode3,ALT_Mode1,ALT_Mode2,ALT_Mode3,HDG_Ref1,HDG_Ref2,HDG_Ref3,TurnK1,TurnK2,TurnK3,ALT_Ref1,ALT_Ref2,ALT_Ref3,Pwheel1,Pwheel2,Pwheel3
31.24465766,1,0,0,0,0,0,0,0,0,0,1,0,1,149.179495,55.06908788,-36.83232765,11.35360506,23.40063275,12.04120136,30.9653261,702.4875729,186.6005103,-26.23697812,23.17430185,-5.606501736
31.24465766,1,0,0,0,0,0,0,1,1,0,1,1,1,24.8578259,-41.84875182,-50.06894079,20.97938373,42.47043638,13.88336382,602.7855227,266.4892741,98.73848395,-17.66439974,4.581970028,5.956354502
4.459235038,1,0,0,0,0,1,0,1,1,0,1,0,1,-33.801958,-1.005264734,-57.4005924,22.26213975,18.17139428,28.10072962,973.994683,642.8577613,277.3245221,-15.56023477,-6.729783204,-16.43985861
3.481311595,1,0,0,0,0,0,1,1,1,1,0,1,0,94.35838189,122.666632,27.5422287,19.56185145,7.20482288,11.09625578,656.6151037,578.8851579,318.7266523,14.95048112,5.392582259,28.0763425
4.095245871,1,0,0,0,1,1,1,1,1,0,0,1,0,36.4080487,89.45848689,-73.99243197,28.19086277,19.00981987,7.437674153,616.3947745,427.0229737,840.1932135,-24.80319777,-9.50570106,-21.09944084
4.107655191,1,0,0,0,0,0,1,1,0,1,1,1,0,105.4040809,-82.49935866,-44.46198393,31.31148555,23.62760995,13.16680971,437.5986055,885.2308434,165.502664,16.73281779,22.55975281,3.350515497
2.903946273,1,0,0,0,1,0,1,1,0,1,0,1,0,-151.7233397,165.7532861,58.46712897,6.871758184,9.370309201,22.24572,984.7976585,573.8897746,619.9024676,25.78915903,-10.90508362,25.37063549
-27.36864811,0,0,0,0,1,1,0,0,0,0,0,0,0,-72.24457147,128.7112851,47.50674779,6.699801767,32.68376308,37.64686162,208.7357494,441.136281,781.2473956,-22.21435292,-22.12741746,-28.76262806
4.349653882,1,0,0,0,0,1,0,1,1,0,0,0,1,174.280638,64.93657436,-10.52538102,40.00728431,30.55666782,22.0687222,768.708024,567.5020808,111.2736976,-17.74222897,-20.52411933,-1.274439243
31.24465766,1,0,0,0,0,0,0,0,0,1,0,0,0,32.25948465,-168.7751843,-139.0095075,24.01618297,16.4011004,27.8643785,75.87074978,494.0121983,765.4337061,-20.19143118,-27.45118108,10.6889083
-17.98095497,0,0,0,0,1,1,0,0,1,1,0,0,0,2.323144879,-164.4113602,22.12230541,21.10063487,32.87261503,25.45299781,569.6356477,774.4749277,957.7064842,-7.855083291,-10.57023806,11.52570525
3.531836253,1,0,0,0,0,0,1,1,0,1,1,1,1,-61.26828646,-109.7423894,-113.8934343,42.68416052,36.12468472,34.82679765,736.9016094,233.7803729,170.0547134,14.59808567,11.20423632,21.12953764
4.640578153,1,0,0,0,0,0,1,1,1,0,1,0,1,-51.79207139,-179.0056487,59.85732227,13.16785881,6.506713079,28.57074071,565.3755121,64.38218166,925.3468723,-15.35301664,15.64020894,11.82200958
9.860416395,1,0,0,0,1,0,0,0,0,0,1,1,0,-113.1793876,-67.58502914,-157.3598297,15.76063606,31.59706389,41.81020046,835.6531449,775.1735155,135.4883698,-18.55629416,-29.71111971,-18.68304372
29.55487894,1,0,0,0,0,0,1,0,0,0,1,1,0,-8.207146634,-97.22567288,164.2684581,16.53491306,15.95207073,3.471065,366.9714319,53.63316783,484.4550113,5.388343266,-17.6607273,10.41075618
4.445096063,1,0,0,0,1,0,0,1,0,1,0,0,0,66.09870433,47.68275932,46.99802664,26.87430912,5.168185362,25.33440964,878.0033702,259.8932294,327.0390872,-21.69925744,21.90642664,-29.72450174
3.347662291,1,0,0,0,0,0,1,0,1,0,1,0,1,-141.1559039,-32.03717321,-92.32039381,5.792525007,5.954433775,33.50171633,293.5787609,105.542194,454.694707,23.9228508,26.93417725,-23.27132632
2.93862797,1,0,0,0,0,1,1,1,1,1,0,0,0,-67.01660016,-163.907477,-140.9159876,25.7054338,38.01766421,31.60818519,19.05461374,307.7140914,61.37914355,4.109912502,-0.709805989,-23.16513681
3.457776843,1,0,0,0,1,1,1,1,1,0,0,0,1,-1.58733355,-19.94179982,59.67522683,17.5685142,27.55231569,23.8810397,645.9448253,138.7934355,52.03790721,17.65120214,-19.72464224,1.958194039
20.66798702,1,0,0,0,1,0,0,0,0,0,0,1,0,144.1448905,-55.60136013,-85.13534731,12.36426135,42.85964098,13.24279891,721.8304224,466.5068153,735.6375536,29.06727801,-28.71921238,27.36602498
31.24465766,1,0,0,0,0,0,0,0,1,0,0,0,0,-144.8289469,-32.73654261,5.21058739,6.025559543,44.78932715,29.92525451,668.4129793,361.9998428,310.3266633,20.68395444,5.046756255,-16.15401474
25.3928339,1,0,0,0,0,0,1,1,0,0,0,1,0,-98.2279406,-162.7464593,-125.7420109,9.800670241,40.60632385,7.513237746,785.8327659,301.0392976,502.5870743,3.525030504,19.32345321,-25.4347034
17.02425521,1,0,0,0,1,0,0,1,1,1,0,1,0,113.5709928,176.8339289,21.11784102,14.67976061,32.33998585,16.76764228,182.4367847,490.5679345,617.2789073,-4.964361097,-13.86896582,17.24794065
