Fitness,Label,Type,TrainDelta,TestDelta,AP_Eng1,AP_Eng2,AP_Eng3,HDG_Mode1,HDG_Mode2,HDG_Mode3,ALT_Mode1,ALT_Mode2,ALT_Mode3,HDG_Ref1,HDG_Ref2,HDG_Ref3,TurnK1,TurnK2,TurnK3,ALT_Ref1,ALT_Ref2,ALT_Ref3,Pwheel1,Pwheel2,Pwheel3,Throttle1,Throttle2,Throttle3
-0.979485174,0,0,0,0,0,0,1,0,1,1,0,1,0,-121.2722611,-73.19096814,-41.99692938,31.4484667,27.27857949,19.99293168,6700,6700,6700,29.77490834,23.18178464,-18.88106703,0.052693034,0.787516307,0.182061255
4.0954425,1,0,0,0,0,0,1,0,0,1,1,1,0,-158.3529111,16.36172263,41.08085854,16.2007589,16.73338389,33.52920896,6700,6700,6700,28.16954758,-12.72982328,11.66889191,0.618874747,0.213560463,0.31404891
1.966741518,1,0,0,0,1,0,0,0,1,0,1,1,1,13.16181596,106.1363518,50.29736445,23.88380473,13.42495133,10.72171913,6700,6700,6700,-11.04913203,-13.11844023,29.19190509,0.895852562,0.143740476,0.361223747
-5.460387425,0,0,0,0,0,1,1,1,0,0,1,0,0,151.5838615,-144.0245795,66.63625227,8.688652866,21.22024728,6.869671062,6700,6700,6700,-6.149990377,-18.44665232,-22.0217135,0.599599744,0.438890516,0.836003148
2.817982353,1,0,0,0,0,0,1,0,1,0,1,0,0,72.19559033,-72.78167224,48.01285695,21.94772144,12.92325147,38.5916193,6700,6700,6700,-4.711684791,-7.629302906,25.82875754,0.470260457,0.321078422,0.664128074
-0.215495,0,0,0,0,0,1,0,0,0,1,0,1,1,48.59970765,85.64848847,-94.17344599,28.32679493,38.85281257,35.00875772,6700,6700,6700,17.71903058,-0.121483051,14.52675708,0.387675381,0.019329677,0.390513989
1.847579829,1,0,0,0,0,0,1,1,1,1,0,0,0,-35.00505022,-127.4581837,98.21046157,33.5779981,22.99417866,7.878621099,6700,6700,6700,16.93009755,-6.091231446,20.6577597,0.32637165,0.230940584,0.519183972
0.768242439,1,0,0,0,1,0,1,1,0,1,0,1,0,-92.21818337,10.06977144,148.4943193,31.28695428,7.906331565,3.156998906,6700,6700,6700,-12.14168378,-23.10426839,12.18370992,0.868503466,0.706903255,0.924697822
-0.346673606,0,0,0,0,1,1,1,0,1,1,0,1,1,-172.3564893,-153.9099872,-114.5216325,13.82386502,20.83299448,40.55353177,6700,6700,6700,21.94912267,-20.03562461,26.67561642,0.939667783,0.09666284,0.48765396
-4.281840331,0,0,0,0,1,1,0,1,1,0,1,0,1,-21.95626779,-157.4574518,-122.5601381,0.601325682,8.766071357,8.64147573,6700,6700,6700,27.31697096,-15.54831534,29.12337912,0.216613306,0.130900968,0.433152485
-4.15019151,0,0,0,0,1,1,1,1,1,0,1,1,0,-116.0605287,3.50766129,-47.11091173,8.844690156,17.3146732,38.57042513,6700,6700,6700,15.26415354,-7.839550363,-17.13153003,0.936650877,0.624020334,0.733732164
3.182817695,1,0,0,0,1,1,0,0,0,0,0,1,1,158.966584,-138.5988945,-0.00726249,9.574252788,10.49208002,36.05808916,6700,6700,6700,11.45862137,21.90781122,-12.15075033,0.657647169,0.523704867,0.666794359
0.062090633,1,0,0,0,1,0,0,0,1,0,1,0,0,-86.29733291,-79.19125309,-124.0110442,39.2809158,21.5013704,21.75527055,6700,6700,6700,-29.74840626,1.448600175,2.868650955,0.164045904,0.531917524,0.067486114
