Fitness,Label,Type,TrainDelta,TestDelta,AP_Eng1,AP_Eng2,AP_Eng3,HDG_Mode1,HDG_Mode2,HDG_Mode3,ALT_Mode1,ALT_Mode2,ALT_Mode3,HDG_Ref1,HDG_Ref2,HDG_Ref3,TurnK1,TurnK2,TurnK3,ALT_Ref1,ALT_Ref2,ALT_Ref3,Pwheel1,Pwheel2,Pwheel3
-5.85829467994527,0,0,0,0,1,1,1,0,1,1,1,1,0,-134.96936135529,37.5012850322668,-21.003100085811,36.0061739801201,15.6095306621121,36.88768131403,110.006644137924,634.200336583674,16.7400939490898,2.66603516835607,-24.1243598756487,-12.7975991730973
-26.0128804777554,0,0,0,0,0,1,1,0,1,0,1,1,0,-114.407736041937,-102.405133619454,75.5912699965405,26.0521272968694,34.1299062653427,34.8248217554951,772.118635413712,867.13117576204,628.388352537311,28.03373631213,-16.7840838194801,-14.4165096510887
0,1,0,0,0,1,0,0,0,0,1,0,0,0,-130.703368522805,8.72964759359866,83.4223372973749,28.9548545033048,8.43018241453685,1.98762063530001,731.217881533267,365.478027107503,860.829351191489,-14.1842996426594,26.8879915607895,26.9100115334949
-17.0443763989725,0,0,0,0,1,1,0,1,1,0,1,0,1,-83.398992965423,154.286917442053,155.810690360909,11.1035029012024,36.1913666052264,13.687747016273,920.038376739496,392.76250189313,742.506847226737,28.0145960703094,-2.1394512927881,-16.977858962842
-5.98129018051267,0,0,0,0,1,0,0,1,1,1,1,0,1,-134.368345329132,85.0773407609088,7.60555608759108,36.1291694806875,15.0899398165244,27.0760543872352,188.421771618221,226.525930817348,633.255042923456,-16.5705874826069,26.8770337126812,-8.89729702494844
-2.08623474202907,0,0,0,0,1,0,1,0,0,1,0,1,0,-39.714415732525,-167.140804364356,-29.9473462666249,32.4173698769189,28.1888721261798,14.4120497558223,230.021634803033,256.378249579023,893.212314248336,-2.72108837120325,-25.2477974850454,4.41691959250211
0.782837399695971,1,0,0,0,1,1,0,0,1,0,0,0,0,74.2157229378323,-58.1317894802555,-15.3185741132594,8.5977262994548,44.112614429351,4.61782531582918,166.095188807409,829.775068700005,293.625070479867,-12.7208477614506,-11.8762645728814,-23.3358437990501
-39.2328270784849,0,0,0,0,0,0,1,0,1,1,0,1,0,-18.0909808425436,-20.1416805839618,-28.3285383240506,39.2720738975989,41.2052891824617,16.7521619477438,457.078675759762,22.92799244607,778.819116957646,-16.9603318655921,-5.27243311968987,-22.4198260855092
-10.2138432335006,0,0,0,0,0,1,0,1,1,0,1,0,1,0.154363833290944,-76.1581792074377,-142.627048337224,10.2530900526146,4.07126698361532,6.52525520607681,564.727683171912,751.667036705281,862.002981802229,-24.6627931534934,8.64359064712994,-3.66761118808675
-72.1203436541717,0,0,0,0,1,1,1,1,0,0,0,0,1,86.484694184037,33.1012394163862,128.195505846992,43.5368206701346,25.4912824141493,13.372269476132,783.864922867024,645.461972529584,24.4608448697556,29.4204636159068,-16.9060507667657,17.9041305691923
-7.16001305067964,0,0,0,0,1,0,1,0,0,1,1,1,0,-83.0441792828645,114.440722483193,-137.791553841026,37.3078923508545,30.6097041602039,43.9188320683076,134.394234968396,969.820000134016,790.912238728418,-29.1445631267784,24.1559297893447,12.2409767765939
-23.8576817817555,0,0,0,0,0,1,1,0,1,1,1,0,0,17.4041702627869,76.3580057374515,-39.5781330037874,23.8969286008695,8.4039930125607,28.8748485429597,834.796895730699,403.88947486942,438.466756021485,4.2387973134955,-14.7562923202177,-12.7253576219203
-46.7976316412471,0,0,0,0,1,0,1,1,1,0,1,1,1,54.259844646113,79.7881509730411,-93.9476907944742,19.5833775184452,41.5848041242294,8.29716850185805,726.121733318529,58.0290651400212,428.262846135456,15.6847713697966,1.07911026310878,-12.9835396728375
-31.1559462352659,0,0,0,0,0,1,1,0,0,0,1,0,0,73.0512487128662,-64.1368954432928,-41.4886958726555,31.1951930543799,9.26691232805469,14.3446647226269,61.6121451236241,753.299817337409,546.983001018656,0.570834941462557,3.74509886018425,-16.962259538612
-9.20495894262068,0,0,0,0,0,1,1,0,0,0,1,1,1,179.469795727219,85.3305746438434,-147.154459187623,9.24420576173468,28.8492727495273,42.4963107514273,824.723671589439,495.720892440117,641.01758904755,1.00441507278885,-5.5957983902227,-16.3674239530282
-11.7957554897548,0,0,0,0,1,1,0,1,0,0,0,1,1,-104.914803461157,111.605425231676,173.806492229153,42.8567448462875,11.0172158197865,34.4014868835489,167.927535624589,180.629478499942,163.333229723203,26.6514614948645,-25.8161343462757,-19.8297961898767
0,1,0,0,0,1,1,1,0,0,0,1,1,0,-7.97574101081193,-108.527877175794,-85.6574927055809,22.9205148536905,10.2413445242943,12.0403459827317,595.201362621351,248.417161173522,932.221288950138,-23.9597686988907,-29.4529658867383,-25.4686451952506
-12.2755448104646,0,0,0,0,0,1,1,0,1,0,0,1,1,37.4837874832505,-124.581345625874,71.7329726770201,12.3147916295786,32.6596676753589,4.92379563083968,444.139865286692,419.017119371916,692.826071879897,-13.7500964325416,16.459964098118,0.937663261031659
-39.9215957127402,0,0,0,0,1,1,1,1,0,0,1,1,1,89.6569330860213,170.097806650141,104.168567357711,12.7073415899382,43.9294869010203,16.1159260273806,250.361130652071,205.591056968943,744.321375720024,15.7194647524989,-21.8647270454526,28.3531672024045
-31.4213074039133,0,0,0,0,0,1,0,0,1,1,1,1,1,124.829614837609,-133.657232175194,-69.3614126391317,31.4605542230273,42.8758236297557,19.1902416678081,587.768603040946,696.039071745075,558.358700413622,26.8760775798677,5.93355274735351,14.2928861582509
-37.6124045242424,0,0,0,0,0,1,0,0,0,1,1,1,1,-96.4137744007741,166.307207039781,-85.4648691461522,37.6516513433564,17.0092268661592,18.8984414255787,316.8858609664,901.451598662189,250.996154547766,26.4468118443753,-11.3968862476126,-13.3433328392092
0.152766917650512,1,0,0,0,1,0,1,0,0,0,0,1,1,-113.724360210721,-65.0671076793238,12.0087663463531,14.6330359831405,9.84363212686922,30.6226001917857,371.244661418643,381.97283633463,564.161804101155,6.08373855787642,-17.2227592872592,14.6314729446108
-0.540729986015496,0,0,0,0,1,1,0,0,0,0,0,1,1,-153.318788115149,84.6936000874222,-19.8376031511737,31.6017193425482,7.72306538739544,8.93553887708829,652.304143792815,263.125518014663,438.993127578785,25.731922419733,-28.4647980763266,13.2966057278838
0.824100088372145,1,0,0,0,1,0,0,0,1,0,0,0,0,-156.184777929859,70.3113941179989,-174.790146547805,8.25130821481436,9.62432775313239,7.54116486410562,278.190980495283,809.842694229581,968.987283035437,1.93137735531098,0.475583345826752,5.21650407759837
-7.80591303031074,0,0,0,0,0,1,1,1,0,0,1,1,0,-24.111346958996,-73.9497557886585,-81.5591317271482,7.84515984942474,30.3196748607326,33.3326672154836,524.85590391871,889.713089213766,916.53432204175,-18.9143918413724,-28.2371864774357,-2.9589208810379
-13.2268054586952,0,0,0,0,1,1,1,1,1,1,0,1,1,175.545331197693,1.24771385397207,-6.79968645407783,15.8341838978376,43.8079735970748,35.9381275228967,190.54307333401,630.415686146974,753.421779258364,27.6309957386105,-15.4957729295966,1.54403954591987
-7.57056240452604,0,0,0,0,1,1,0,1,1,1,0,1,0,-77.3664590400838,-155.276429627679,-95.4693790181669,37.9098562291324,19.1019275876614,27.1614509894688,803.486424239499,38.2260241710903,27.1067096162096,-2.38404467505013,-2.97518800584231,24.7474681080252
-20.919740976075,0,0,0,0,1,1,1,1,1,1,1,0,1,-73.4159478456422,-57.2726983198068,101.884469407584,7.22813832409988,33.8496030220441,0.977938575140364,41.2317139558588,701.208329606913,827.862912662779,5.21740299542391,-1.61140605554101,15.6557530332565
-11.6912151057989,0,0,0,0,0,0,0,1,0,1,0,1,0,39.6348272236944,-49.1800940336967,-141.340100877351,11.7304619249129,11.9886612484803,37.489613291643,880.060820884927,934.834771903057,382.876248405506,-6.44835960747141,1.1117993635421,20.9495358327979
