Fitness,Label,Type,TrainDelta,TestDelta,AP_Eng1,AP_Eng2,AP_Eng3,HDG_Mode1,HDG_Mode2,HDG_Mode3,ALT_Mode1,ALT_Mode2,ALT_Mode3,HDG_Ref1,HDG_Ref2,HDG_Ref3,TurnK1,TurnK2,TurnK3,ALT_Ref1,ALT_Ref2,ALT_Ref3,Pwheel1,Pwheel2,Pwheel3
4.321802324,1,0,0,0,0,1,1,0,1,0,1,1,1,-68.93000571,109.8783969,-45.54210735,13.1436079,35.54639194,1.350344259,788.3642751,871.0880051,636.7089314,8.15409741,-11.26441628,3.008160499
0.93224426,1,0,0,0,1,0,1,1,1,1,1,1,0,-84.3681526,110.2994445,74.93617332,38.71009234,31.17757899,15.69754533,542.7535094,234.8522259,596.2614866,-18.69931623,6.650488096,29.77820608
3.424388894,1,0,0,0,0,1,1,1,1,1,0,0,0,136.0349994,-102.0798911,40.81236628,29.8924,43.2272312,31.3981466,343.228634,436.10124,910.2653144,10.78062084,-10.59312755,18.33535196
31.24465766,1,0,0,0,0,0,0,1,0,0,1,0,0,2.845150729,144.6279503,-6.180305845,13.85663765,31.94676279,28.87553862,504.5945195,510.8455163,530.0246178,-14.26384135,-2.959351741,-28.01944293
3.36595168,1,0,0,0,0,1,1,1,1,1,1,0,0,179.6641756,-172.4960905,2.211809678,38.83703754,11.9943891,14.86291488,827.8397917,638.7589398,757.4381749,-12.16025104,1.960170281,28.65407719
4.568829414,1,0,0,0,0,0,1,1,1,1,1,0,1,-18.94212811,-141.8708544,12.79413988,23.67793324,44.76847098,35.83803339,683.4050117,245.3017037,465.9614783,12.72038409,22.33654737,-22.0393594
8.062431002,1,0,0,0,0,1,1,1,0,0,0,1,1,-61.48168214,99.61025462,-143.4059159,7.312390195,4.322918334,24.94257507,123.5368399,472.3439941,558.8101629,9.325609249,-19.04167357,-22.13384056
3.794269723,1,0,0,0,1,1,1,0,0,1,1,1,1,-82.17705355,-50.9924199,126.3044664,34.34098337,24.11068494,6.079021126,549.2281859,722.19068,522.2651486,-29.27229562,-16.3376755,21.21165475
4.743144207,1,0,0,0,1,0,1,1,0,0,1,1,0,-36.71580558,-69.47019567,-92.93186496,24.37141572,2.901099408,11.92117198,24.07160292,466.3584117,850.4711357,-2.730027263,-15.00411035,-5.015173678
18.77337028,1,0,0,0,0,0,1,1,1,0,1,0,0,29.73934334,-147.9200986,-156.8230128,3.833482672,31.82744139,14.24630679,395.9402169,443.8065333,792.0473685,-12.40101766,19.64460371,9.40289319
5.796290539,1,0,0,0,1,0,0,0,0,0,0,0,0,130.4933781,103.317991,-71.10571533,15.81104906,44.05168546,24.33019066,597.5152556,298.5737736,499.0098523,-19.5026551,-10.60573623,-4.386572602
31.24465766,1,0,0,0,0,0,0,1,1,1,0,0,1,-101.6586401,-131.9727016,48.04971239,14.03034659,29.59334587,14.54049903,440.4391499,993.9334877,303.4757333,2.039664712,-16.24322948,12.95576927
11.71431963,1,0,0,0,0,1,1,0,0,1,0,1,1,-74.84462017,27.33183091,-62.86550887,20.08412763,21.25135934,12.21915232,958.8794118,541.675013,252.7113177,-23.53721351,17.4287707,16.61044928
4.743144207,1,0,0,0,1,0,1,1,0,1,1,1,1,-53.4425364,178.5065809,106.4020995,21.18398652,4.454943185,1.2886492,90.22054001,687.5094117,967.7342983,27.79304924,0.521759936,-5.763518539
0.93224426,1,0,0,0,1,0,1,1,0,0,1,1,0,-165.9958354,-7.802317288,96.49417976,6.669046159,7.291242767,12.29075522,777.6063422,537.3239551,514.6228616,6.452553213,21.38546779,24.6883506
