Fitness,Label,Type,TrainDelta,TestDelta,A1,A2,B1,B2,C1,C2,D1,D2,E1,E2,F1,F2,G1,G2,H1,H2,I1,I2,J1,J2,K1,K2,L1,L2,M1,M2,N1,N2,O1,O2,P1,P2
0,0,0,0,0,1.80252963079956,2.97460319419351,2.55400016475473,4.91987717786452,0.726451923513516,1.76369991874939,2.12679329856961,4.35905074805672,0.732921617607752,3.07910235886047,2.70240231347355,0.244916108647429,4.29955865066677,0.0831523524553351,4.59474555473138,0.723863827435936,0.316167218061189,3.43276027906393,4.98032997634255,3.3873542138907,3.65966602077215,4.60056750459248,0.868881267952539,0.757427208278492,2.34031566499708,1.23538391400478,2.02742086424098,1.46573318711415,4.58961433345842,4.21250768069319,0.928704235447972,2.81131923908708
0,0,0,0,0,1.80251971081327,2.08344072029256,0.00843144210270763,1.28065112905034,0.0902898614777325,0.728585990956001,2.71540116189061,1.45167923260408,1.75444100644759,3.68600649578432,2.2795252510191,2.92051267720426,1.78567623046098,4.94190153457617,2.91705587760798,3.87017520213276,4.37866752930802,0.398037617183168,1.68817805689617,2.65913140701096,1.85487087867571,3.15164365315972,3.17591229955174,4.57071123875401,2.09214799449232,2.50571665537962,2.53530566674357,2.8757021107187,4.74301979656862,2.46494053070068,0.869041860611503,4.45836670981571
1.4077472708287,1,0,0,0,0.018199760683561,0.536420168770704,2.85965109525919,2.06714896605579,0.792612911810069,4.29453190404634,2.78023392618107,1.16094043673767,2.25349642952154,0.05582808377113,3.10436344304292,3.82375800603188,4.8300838974539,0.908780057369554,2.88327581081159,3.88497735507602,1.61400739152725,0.00529581161316017,2.57519916491108,2.60505905889489,1.21978514248412,2.02364376553436,0.408441846095679,1.36413959447268,4.35826225140503,1.19976218355045,0.62273616835897,2.80981924386733,0.775971866420906,3.91572749419313,0.0308682872406102,2.6631925271477
1.29913526346908,1,0,0,0,2.34518247082275,3.94729299572164,4.13830870698007,4.79379523916949,1.02779450757496,0.0816682389890216,2.03377876593199,0.645379048351238,4.79381382336961,2.00918184314525,1.33037327517632,1.48293833862619,2.96086278233167,1.82679964045295,0.400157636696392,1.2483897057791,2.44134133939762,0.299509382315425,2.3313029959512,0.775827183036727,0.545495534960683,4.7088373163462,0.776519092751324,0.0956742088020512,3.69540129983183,2.75276394734228,0.164446747297696,3.24313739375585,1.48203801828241,1.11531028718338,3.15985754928529,0.655254878621006
1.46385384662666,1,0,0,0,1.20035574362578,0.576688495458061,0.289530354895704,0.17135862084091,1.16444845053185,1.51453171175824,2.13759574760433,3.68429545836639,1.13918409674294,0.67161995910992,2.19963668070244,2.57752863146569,2.47353624701486,0.325335723406344,4.64551708827061,1.30446005981086,2.1365492556233,0.814953678813851,3.93332456944044,2.58805011973149,0.6105805677932,3.88237266252833,0.416261029276156,0.901879328687334,0.577407836959118,2.5475119207546,1.84403067633999,0.814840158911057,2.43562815826698,4.82733837933183,4.90511569338549,3.34618932371126
1.39292437527469,1,0,0,0,3.83292760818389,0.667019640953179,0.807244118456722,2.09215212754189,4.42805588838857,4.32339046585234,3.03926655636431,1.68994059818948,3.44065699293541,0.520898483146318,3.56834525750797,4.72182524069065,4.87770176155241,0.608066869407394,1.38451557613746,1.87972433980997,3.28915534157928,0.907790562212724,3.5586901905839,3.04896022854676,0.925868952556613,4.76652400816265,1.29914449842933,0.985266985454054,2.06031938591521,3.88718614052304,0.882256630026776,0.52201184842395,4.08826191021867,0.385880401194879,0.468004936036415,0.605425860052813
0,0,0,0,0,1.21382830605154,3.57319623247469,4.67011858384796,3.10978897280643,3.56368136396742,2.81000944097673,1.9323278809932,3.49707983405896,3.58772286143713,4.88943582349013,0.433368587298872,2.74469647346973,2.85005102436971,0.861746439308794,2.43852355550746,0.362436368206405,1.03222674702015,1.55561919615062,3.15035837968915,1.70050176534769,2.04136235064068,3.88953245265402,3.62699188647459,4.42373135170407,2.56881104370704,0.470697390049173,1.44799600177224,1.04523175447155,3.16792844650041,3.33315524625863,0.979299792317813,2.83226071282791
1.54207744844296,1,0,0,0,0.589136094767721,1.21473770776336,0.243346268140728,4.58373645589687,4.94785136073858,3.40374458395944,2.64917243005171,0.0600568124334117,3.39853763060349,0.365092264935866,2.29003450035336,0.326264077962834,1.73287471661941,2.98244182254745,4.82306860916322,4.29646077174594,4.92399509098634,1.16035810013342,0.566733724762616,3.93965263468709,0.038555922707571,3.15725873578406,4.24008659946277,2.66386414440957,0.999327986270958,2.81636298707316,0.329144410448754,4.38306068388028,1.93511352879488,4.73205069696078,2.26208864964173,2.66445503979246
0,0,0,0,0,4.54715702635246,0.365779951352128,0.760019083302174,1.75523723707858,2.40676466941729,3.30434737571858,3.37316613142886,4.57107697063392,2.4077113869904,4.04726096552558,0.137697083377117,2.13843488200068,3.72773611508135,3.86740438030124,4.80592774297846,1.0776056110047,1.87351855135951,3.86848421831006,0.0346217962297968,0.881634485504198,3.17170132139845,3.03469537980614,3.21422714432765,3.70241778671624,4.44264723975503,4.47841214534476,1.68055496649809,1.73003459944378,1.67909824759899,2.32700814317627,2.58845165131048,1.21187143058979
0,0,0,0,0,3.47004969544652,4.78503660629969,1.88921551010962,0.912064756062687,0.515689676799307,1.71914649660323,0.410495158846106,2.32001670822442,0.270252204432993,1.12066808832183,1.37434379084402,4.92391152108397,3.3901294299472,1.84323031173665,4.7390697475018,1.89254652074297,4.32810955409366,1.60684183256273,1.02373335381141,1.48028203027263,1.99834930503089,4.56966222457314,1.7970073401301,1.53135681574001,0.672620522565035,1.074526909875,3.46213843116071,4.95537994488441,4.7119037234614,0.658320262460627,2.28476184611073,4.03288007231204
