Fitness,Label,Type,TrainDelta,TestDelta,A1,A2,B1,B2,C1,C2,D1,D2,E1,E2,F1,F2,G1,G2,H1,H2,I1,I2,J1,J2,K1,K2,L1,L2,M1,M2,N1,N2,O1,O2,P1,P2
0,0,0,0,0,0.00928699525205301,4.45885679568321,0.456541518066225,0.0491619769790969,3.96549613075489,2.32572802495714,2.50012441764849,0.144333587661757,3.93370637178229,2.24141139981127,3.58803121703442,0.463345737230052,4.81573458013126,1.21381406275346,2.74769388343124,0.646520712337015,0.036107261639885,4.71065893654551,2.59914095203907,0.866017473010525,2.30480365474432,1.89277949074989,2.85605117134206,0.521798141230401,1.6931947598274,0.98186341051413,1.18863734490566,1.33309273970658,2.36528477749108,4.89409116146719,0.0261834135931094,3.75260369481417
0,0,0,0,0,4.5302601814242,0.364651794821856,3.3019539171885,2.05695082550276,0.0308983746187791,3.03106376958282,1.08698452271891,0.931741754261221,0.158651486261379,3.03870599735887,3.46881845988437,1.49104255932524,2.02221338840418,0.0566738485116458,2.57084103871839,3.22514380842175,4.13914669671957,2.1002539480535,2.74327795723702,1.36706919980693,3.27269808577521,0.389375546990929,3.45020985346993,1.63993706065176,2.4063164118856,3.29891931027023,2.53533806028236,1.32279370692341,2.64598901593944,3.16066209934108,3.58972650399118,0.935125133078961
0,0,0,0,0,0.443342338019472,4.02511997178415,1.43503230708009,2.93249456020175,0.344382667025073,2.6994885638879,4.49007409332456,2.05682071904075,1.99100740314372,3.81430907264355,4.05599380939622,2.67136751264478,3.93276653458613,4.99558392133124,4.88355724029856,2.41702689084911,0.601797164182004,2.08402028983768,3.17749258932703,2.71481776589016,2.46277008786616,2.26162996193093,3.04394617393055,1.93198137104989,0.0912151415929757,2.2933785509591,0.90361901174899,3.54746679094127,1.49868769082095,0.109602014583075,0.622960333815833,2.52289544399935
0,0,0,0,0,4.73213343688056,3.79742264903568,3.02450837035838,3.48338643316436,4.78654561495533,4.71672486140673,1.42088626142629,1.08128007439067,2.30144780955207,1.10167086135138,3.59114662012785,1.87346276396548,1.8643595080027,0.772171538724816,0.810708843722593,1.93990899494978,1.12483883928184,4.18276193847515,4.22022233851351,4.133421548604,3.80785876911295,4.02296601190601,4.39621458464273,0.643370927931108,4.48102086576375,1.96466935053042,1.12819490631429,2.46441477875567,2.58870802734409,1.24514781398016,3.34362228058607,0.272545726190976
0,0,0,0,0,2.18107050967776,4.18604674066607,1.81906727616817,3.713381999769,0.221414419734681,0.251911733386405,2.12775892269828,4.16368443029096,2.1783525518307,4.62762468202958,0.726827497924148,2.420544730274,0.312974397390828,3.0069529810473,4.92491015836061,0.418721738972472,3.92988751557601,4.99604407456213,3.14487795979758,2.14677990275363,4.63932158234265,1.81207505913264,4.34798547360805,1.26480403231452,1.43427914431863,2.08131560329257,3.97865453705756,2.57985594797439,1.99960570156776,2.77644017170718,0.165748767081397,2.24869982101027
1.33806055060393,1,0,0,0,3.60090238062763,4.47202458100016,2.41834719251282,1.81097511937631,3.6614471439014,3.09478624284864,4.63222793359258,1.81197872671683,4.2130051162291,2.59357116145998,4.36115295728866,2.39634884798368,1.78346798570607,0.296175860702836,0.603750454951188,4.08605270236336,3.04457705899156,4.61251511100186,3.35591167831887,0.105275813310263,2.84139234342404,4.14756092801499,0.974216128307767,1.12617458396447,2.70565727483734,0.569346009536448,3.3913301769204,0.618333718784028,0.953395431221056,2.07469235271636,3.96918937685022,4.54260878328489
0,0,0,0,0,1.95060457379355,0.171463592142223,4.44426480875576,4.08875693501057,3.51822625338511,4.93022540970989,3.89746500704438,4.74590430789751,0.0586187764648011,0.51304328822515,1.10831614224451,1.01726941344334,3.55734805019855,3.8538013383804,0.609314595688498,2.6783701895096,3.90430697996509,1.84330936919267,1.40152153172837,0.230277939587419,3.15996146001279,3.66338529475257,0.230601193950871,0.465354478270529,3.10450890940861,2.3401811589518,2.19243926458583,4.37457386537774,1.63827260527749,2.88514481656531,2.03907522308291,2.78190571634748
0,0,0,0,0,3.25456905222748,2.94664189620138,4.29650918895172,0.163839939787209,4.12297704804756,4.80995677640945,2.87067042114792,0.647847579256728,3.89041068707983,4.88932914907277,2.91789758250854,4.01484957635278,1.23876583347704,0.0409456970152455,4.66523669724362,1.93037639001919,2.95397961257011,2.44360074001731,1.1259565085279,3.46798867054385,3.80813528100866,1.66591563741433,3.2119343302729,3.17558064275516,0.437806728998785,1.36605706500925,0.607069723161134,4.00477670896815,3.36289835827503,0.936409872980337,0.280490640983165,4.42313517063059
0,0,0,0,0,0.408674866266072,1.42661154811661,4.29025353571353,0.249903389808673,4.05595145951197,1.46685616869577,2.36686401862103,0.509544890601089,3.52721481087171,1.08252526153843,0.554491034295134,0.0836562853297917,1.16781853382245,2.48028819941779,3.52118912463246,1.2914964773268,1.06557956813429,3.06940982474788,1.69194472924029,4.97866143291021,2.43986356642409,4.21164726819372,3.96827288608559,1.35498614256087,4.19153880095363,2.22601373186786,2.02041053951928,2.00854238614229,4.38936299569397,2.32307300420272,4.0766822755684,2.70942697842189
1.4746891329908,1,0,0,0,3.88501573259238,0.748078695609255,2.864816553616,4.96655715412965,3.27927681018141,3.54953948481895,2.84700162271297,4.70774854235973,0.905613299259977,2.67718325805488,4.07045871642027,3.9810792497316,3.83183836393438,0.484786666895391,4.20121857900213,2.83030346814492,1.21892849752958,4.75966706092057,3.06044833670367,3.60555293025104,4.24673942157702,0.109133665925699,0.39939595907603,4.08669584964825,3.29098976718528,3.12519434332985,1.41275920297161,4.48922772279403,2.79736724365713,4.90722179791613,2.31454406471229,3.95662854354984
