Fitness,Label,Type,TrainDelta,TestDelta,A1,A2,B1,B2,C1,C2,D1,D2,E1,E2,F1,F2,G1,G2,H1,H2,I1,I2,J1,J2,K1,K2,L1,L2,M1,M2,N1,N2,O1,O2,P1,P2
1.47494861916125,1,0,0,0,3.47897572273289,1.48010848464638,0.958932689093213,1.61582333282486,4.66681738431035,3.33809299209134,3.75699999375902,4.86397921457727,2.13954981028384,1.51316782134327,4.27311291198163,1.98532336017974,3.67184912178261,3.20545766197889,4.32618231580991,1.95351176124916,4.96833416556867,1.57404124791661,0.201825781033897,1.72913807466801,4.15067483861312,4.1095633733067,1.63852219350888,4.58332388720182,3.14623840305651,0.359125884478831,3.39353740045304,1.79694411640033,0.76749312186189,0.24812631237774,4.06984468136914,4.43717338442135
1.17594846381174,1,0,0,0,0.0601361023066455,1.24883237757424,0.267141569264838,1.75900015794709,1.86892754746905,3.50082113748915,2.20731543001825,4.39532868359258,1.01716575273153,0.530265585608052,1.17637958493824,3.05243451607218,2.97905218363667,2.67510584999314,3.2600573609269,3.79339211651514,1.52936056763211,1.47094942336829,2.59251389309189,3.60140319603196,4.55696750148585,1.61903891779068,1.12516000473053,0.580608724827306,1.62082440187529,0.203176305542433,1.64885476953375,0.543330446506435,2.92509991268289,4.43041290282013,4.49281485706223,2.67708710492753
0,0,0,0,0,3.77583433296429,2.08361060979157,0.120638656872005,1.00085440200603,1.13298219918794,2.79083873109052,0.385692036159499,2.09915302249585,2.88820595778161,4.20512691331106,3.37175118261222,4.05574876772098,0.379267933881676,2.85526413467246,0.529528474723061,3.5774476009642,1.58807383560091,3.44293008582549,4.38278924655366,0.0160352560560589,2.14718705902568,1.69467781570477,3.92858013419969,3.85560217963518,3.29224628996915,1.95316980402298,1.18973819458935,0.613155267652793,1.04713367025812,3.11112598603494,2.96183111169776,4.83275020999009
1.41598726931357,1,0,0,0,2.57420202930782,4.70554851193295,1.1547583472791,2.79558961839118,0.420010964408428,4.12256498847816,0.877182477637419,2.81762757123865,4.06749105312241,4.74512230691023,3.24790227151446,0.993174803016437,0.412431544943655,1.83307694822952,4.92184285143179,1.40107499127981,1.13753959360483,0.679588588420978,4.50846578037029,2.15440825044341,2.80550211856733,0.0719642082624355,2.38723643939392,4.17021324599345,0.289294374663825,1.60230555579879,1.92906783542998,3.63392133757936,4.83626967088257,4.85118559200232,3.1324766860872,4.25795099931416
0,0,0,0,0,1.4438769017119,1.88705050276293,1.15167736167015,4.91928420402386,0.0363956649308894,3.46722138332499,1.89615285112438,3.56947177000583,0.638476900277041,0.387806847079838,2.8411208027651,4.47626106057729,3.05473490845253,4.03061390731899,0.170062374557532,3.09267183485967,1.80688566808615,0.702335952686731,0.641879339372636,0.180067234309243,2.00932928210326,4.86609433431311,4.45053513926809,2.99984166036386,1.98623583100529,0.0937512689333203,3.86113168553119,3.47346307669271,0.20071726951659,3.67084695593799,4.05670988520895,0.323890561008335
0,0,0,0,0,2.43303969991536,4.96778918383016,1.94847912741615,3.50860709039009,1.07392173563427,2.49724196946038,0.278152444978321,0.177441509840396,2.44652430936196,1.47421775903554,0.324089631685188,3.50087499204718,1.57809456299776,3.91468872786022,0.903705824151433,0.121814193566299,3.88218540479944,2.06460743621043,2.4031109561646,1.23410081038584,1.8640456884927,4.20258450303546,4.40215019292187,1.21047420096058,3.48411658058465,1.3422479901742,2.20396231329265,0.481253044822972,1.49550975681899,4.8201398060887,2.08344303731345,4.61090162986737
1.37395984551986,1,0,0,0,3.13267797668413,3.51182142355823,2.77274989218527,1.9085248028338,2.26885461290178,4.5365310801487,3.39477986196367,0.586489220403231,1.84964244444508,4.23825367943426,1.37407988039269,2.18937286437117,1.59016202384188,0.627848982625498,3.20004011911064,3.47819784788103,4.65038944580966,3.8977200712815,1.60029207891872,3.03399911314736,0.705579137271405,0.0285600800514929,2.10348227034313,4.47158242348149,0.779688089455468,1.55277424826708,4.80443923299797,4.83940325078708,4.27404663709066,4.45856888357979,1.69432093880207,4.37424932120124
0,0,0,0,0,1.34644725759738,3.94944003599582,2.79584674559481,0.310763054700716,3.04422885308214,3.79468648144011,4.78635056354223,0.346312506619887,1.08686027583267,3.73782318349583,3.35499923164099,2.83468223202095,0.740869791654509,4.84760005025285,4.96138644518229,1.51709736519644,0.268880490796521,4.80658392150636,2.14272079061892,1.07825956504479,1.55928098528556,4.6725314976883,4.86431230486961,0.447302679220898,4.82819542817159,3.06249088394089,4.00631381635294,4.69361259418379,0.390441825910758,4.75135287047434,1.21057396440135,1.08611149264188
0,0,0,0,0,0.547459396157885,2.69537392802707,1.26749404088868,4.17734235679468,0.492518327573773,3.96609540861686,2.8066345459974,0.00312111153829453,2.6657848509373,1.0609908296533,2.93290165468928,2.31043105929731,3.4430382756789,1.22674250539205,4.6871851470168,3.43553477462321,4.65264729292443,2.08965707631603,4.06965322072252,2.20025210216062,3.81237591042126,0.0438231978442483,4.97513997487636,0.375291275148843,0.848030190127139,2.57098311405689,3.89531106660151,1.7939181612475,1.46678053790244,0.760311953318862,4.52636897517885,1.3640250481682
0,0,0,0,0,1.70943066713574,0.24950093429107,1.02312492788231,2.61842691110297,1.18645383136804,2.96013648115136,4.0650612716861,1.9321458650102,3.91438799910085,3.57502732168916,4.99871658634154,0.101494000326236,3.2958211637877,2.66456764485218,4.78610734661995,3.47670304267002,2.33756226786081,1.4829883062833,2.10378126810899,1.98094190335938,0.517271168462131,2.39103325049022,3.88061744130912,2.36415008789111,1.5953386185274,1.93604178486799,3.53163332928066,4.48711410830907,3.77552276372774,0.678316587748639,0.586966874560227,0.476953517903366
