Fitness,Label,Xin1,Xin2,Xin3,Xin4,Xin5,Xin6,Xin7,Xin8,Xin9,Xin10,Xin11,TL,BL,IC
10.1097,1,8.365337167,7.593084474,-2.537977721,-5.944877681,3.461216533,18.31403597,15.52338825,19.20516854,15.17058478,19.63818529,-8.562970572,6.508878707,-3.600744411,-4.247638713
5.7299,1,18.90900959,3.161720885,-8.804944034,0.901076356,15.90765122,-17.21693429,-15.58827969,0.895372057,14.42731468,-12.6526745,0.496095235,6.13812322,0.40828778,-2.361206356
18.3555,1,7.00075596,1.434648208,-17.59571446,-15.49687396,16.74196269,0.803713626,15.42432085,16.70525214,-18.3629988,15.72313185,-19.58666968,-4.026952465,8.660166377,14.32850125
2.4792,1,18.43748697,-19.74840774,-3.439235675,-5.317134677,4.665961169,-7.028828119,-8.857207967,-7.447818,17.11326231,7.156176543,14.8805224,-1.68552946,3.288671489,0.793621837
1.7442,0,-15.06590054,0.887058375,6.919271928,-3.118919403,2.724103057,-4.04882464,-3.652623542,-19.12923724,10.71525068,19.73784111,-3.294840054,-0.28090981,-2.024992909,-5.434613505
10.2241,1,15.86878636,-19.10786981,-8.707920596,10.64488218,-13.94733537,-17.97115458,-18.29870497,5.650964947,13.35730427,-12.00868363,-7.025629226,1.112154928,-9.111876328,-0.833182701
3.3859,1,-3.416239327,-12.10647511,7.444743368,-13.24954195,11.81645019,17.79292801,18.25394879,4.192387969,6.642914065,-11.24782166,-2.834754039,6.770429626,5.785963824,10.15628882
23.0753,1,4.88118249,15.70469554,17.00028459,12.85636077,4.511399161,18.92101213,-8.356425806,-1.318289725,-17.73425301,-7.34664667,17.72749378,-4.180887445,9.408134667,18.89440558
8.2148,1,4.589586792,18.53895331,-16.96217187,-8.597946979,4.204747061,-14.22397231,6.823439439,3.174091409,-3.957119221,-4.25822466,5.86338808,-5.093110335,9.43379915,3.121659129
21.3491,1,-5.889128933,18.10879142,15.93203166,-12.65264919,-2.042052057,-3.448371954,18.0338761,14.69181553,-17.4240847,12.83832022,-17.24084172,-6.252130368,8.692779456,15.09694483
1.8011,1,-18.59841618,17.80484004,-16.34338074,14.73893664,9.280099705,-18.42288085,4.346211884,-8.309085241,-12.82359913,11.23691196,1.324958155,6.652178708,4.851151762,5.349560499
7.1227,1,-4.17504135,-2.398179117,-5.51875742,9.168252302,-7.418754961,15.41079132,-13.55323333,4.672916519,0.667888068,7.888418753,1.65151644,6.029646616,-1.09291743,3.448184841
16.6083,1,16.81480907,-17.25195361,-13.54000114,-17.26079407,-1.834193119,-5.162561698,-19.68346531,-7.098676838,3.212567754,6.678125667,10.24589042,1.409295089,8.069159579,18.01762929
0.0001,0,-12.78261194,12.62034089,7.629317229,-0.13628846,3.005358619,11.33758102,9.414383412,-10.677541,5.622217158,-3.389777486,-11.420731,-3.656264412,7.374343229,-14.63731126
0.0001,0,11.95351963,-7.081635229,-7.859350624,6.74209679,-6.846489588,-9.034960632,18.58148395,-14.97887778,-15.05523125,-2.372049055,-9.843922932,-8.862650823,-2.363216778,-13.68843189
