Fitness,Label,Xin1,Xin2,Xin3,Xin4,Xin5,Xin6,Xin7,Xin8,Xin9,Xin10,Xin11,TL,BL,IC
7.5245,1,2.327044654,4.776783828,5.662724209,15.79831367,-7.22705596,-8.80580247,-17.68004774,-2.44451317,3.411068141,-19.2856878,19.2663568,1.436088377,-6.125948061,-6.088448004
9.6494,1,-3.355438466,-8.956972826,17.5649686,8.550778023,-11.70228058,17.02640426,4.859682298,4.296284203,11.69037196,-15.22944067,-2.508874881,0.062541097,-9.807216255,-9.586890206
9.0175,1,14.65468543,-11.48609996,8.082181288,0.092233439,-17.06320474,12.8270339,2.32164799,-3.99959938,-0.384094702,-0.08297482,2.844525664,-2.777316506,6.240206576,13.34077788
13.0807,1,-11.22124666,4.202294179,-18.19474841,18.64079994,15.89399024,-13.71575161,10.0334738,-11.97688349,15.42667829,-12.60838155,-16.75386734,3.781236483,6.15528485,-9.299490539
1.5754,0,14.94965684,13.36846756,-2.205515566,6.079944048,-19.53555457,-4.672444137,-11.49263995,-7.875840143,18.63450235,0.862796437,4.184758056,4.989074602,2.500501548,3.413637878
21.2937,1,-14.64916395,-14.90938367,7.770670494,-10.27795315,-1.978960788,11.23749788,10.02607862,-14.72398406,-3.327014808,12.98945558,10.44112955,7.350641663,-3.782668242,-13.94310068
10.3849,1,13.38615247,-18.35231412,-5.926192637,-1.746482321,0.989947677,-18.05357146,14.06421921,14.47701392,0.286528814,0.599387461,-9.262912259,8.723573446,9.264387082,-1.661340257
0.0001,0,-5.733070007,13.38820462,10.78563696,17.19578756,18.99836666,-18.46691645,-12.93410763,-2.579265235,-19.60466835,-0.12173992,14.95470789,8.255176926,-6.527042781,12.73073952
0.0001,0,18.3758153,5.084660001,-4.486214066,7.582357818,3.471184048,-16.86168917,-0.732055568,-6.369651166,1.805800138,-1.726820829,16.15401762,1.237026396,0.588196288,2.303516802
-1.4029,0,-1.139449049,11.98689428,-10.56577283,-13.73349915,14.53447002,-12.46427926,-3.379293923,18.82325267,-0.71682399,11.01953271,-12.75689939,-5.248629801,-6.651575501,7.573932859
23.0656,1,4.82513175,11.44764657,-13.65618637,8.071630199,14.13606805,-18.69460459,-16.25236225,-3.164594954,8.000410289,14.61351488,-19.61413223,7.11428949,-7.750611575,-15.95135173
15.1285,1,-0.678441673,1.041129637,-0.547743479,15.8908576,-3.776875799,-10.03353362,-0.044250879,-13.27512377,-9.212572936,9.165228813,-13.1858561,-9.556118086,5.572417818,16.86226593
12.1484,1,7.237914492,9.252737311,16.36013863,4.833822891,16.20981915,7.985828525,16.59126934,6.702731274,14.17573393,-10.19789144,-14.38640736,-7.276389128,4.8720544,-18.12483442
2.9844,1,-15.0042471,-0.46810084,-18.1799634,-8.703142544,-12.85565405,-5.840027581,2.172326608,-7.928142868,16.79417756,-13.91651335,19.14906694,4.72437681,7.708732986,2.176325042
-0.9392,0,13.09283405,-10.62824313,-0.949901825,17.63710974,4.684446842,-18.28489168,-9.338563834,-15.62760421,-16.80002536,0.137142591,12.61758776,-2.637442337,-3.576626562,16.34733462
24.0911,1,-0.261138382,2.19069066,-13.45856373,18.41401579,19.17573567,9.827331133,19.22017034,17.31714762,4.496771653,-14.21651647,3.310304773,9.053770766,-9.692359836,-15.03733733
14.0696,1,10.87489245,-10.63593044,-19.16652912,-0.607466426,6.980125685,-4.6366238,7.275652797,-8.102787609,1.170902456,-13.29492901,9.94409757,-2.84172281,-5.856734203,-16.91128924
1.1666,0,-2.976327593,9.197916766,15.17107038,10.61931537,-13.51999951,-19.50656125,12.37809962,4.747822273,2.61773645,-12.81605005,3.749721708,6.020462968,3.446416745,4.853819817
0.0001,0,0.252863435,-6.938438452,15.71047891,14.64134421,5.884312539,5.811887355,11.26603555,-2.421392432,-2.028508593,-16.29615266,0.42389413,3.297977486,-6.958115164,14.74693222
10.2312,1,-9.793594138,-5.658672452,17.96830769,-6.297896244,5.265029536,-6.23127152,12.56467005,5.100325086,-11.14003302,-12.89924717,-1.235203266,-5.621156108,4.609997941,9.999841747
-1.8934,0,-14.05864482,18.07055321,15.06886808,8.383349462,14.78402715,-0.158852196,-1.746960378,-13.30732089,15.09550775,-4.921450292,-7.454081382,-7.173527304,-9.066938668,8.646913363
11.4479,1,-7.500441178,4.406548991,-11.65869196,14.4983321,-12.84568199,-16.65913498,12.15620999,13.22590494,-15.35218238,3.729659333,17.31378544,-8.058553396,-7.836499292,-19.50645934
0.5934,0,11.77852018,4.385062021,5.972337167,-5.53998777,0.330895069,14.81840011,-12.37424758,-17.59404651,11.90797572,-18.44272669,-11.99859033,0.930520642,1.523893449,10.26209935
1.8807,0,-4.328915029,-9.900144267,-10.04498246,8.375033047,-4.228831806,-0.559272841,1.327940558,9.470642156,7.938003266,-10.1232362,-11.13205259,-9.03162391,-7.150894667,-7.66144836
17.5229,1,5.983982814,-5.656262296,10.91688297,19.68002498,18.30864954,-16.50876272,13.99329093,-13.13603291,-8.677376907,4.706370998,-4.963556444,9.184887814,-5.632994479,-8.338023031
11.1487,1,-8.05386062,-0.33194837,-0.643596979,15.28769314,-7.873175965,-10.60396785,1.63657953,-1.501910015,11.10850659,3.137050816,19.13364519,-3.845193646,-0.812987646,-14.9938729
18.3331,1,-11.02946015,2.267454822,-2.776163838,17.22681122,-4.826570666,-4.360981483,0.383975608,-16.33767516,-5.102236342,-11.62952855,15.21839799,0.81205501,-2.589965673,-17.52106112
-2.2782,0,-1.735955863,4.43042084,-16.51460984,19.96763622,-9.541723735,-14.40727921,2.647458078,16.83374417,-5.859226996,15.71433652,19.85274591,-2.278341163,-5.553222814,15.16225108
14.3407,1,10.43319418,-8.533747165,-19.31890487,5.703797165,-11.63042764,-18.10908055,-1.55570546,15.67548878,-11.89701131,-12.08327007,8.660701246,1.725886685,-7.289634973,-12.6148517
-0.1375,0,3.901285109,-2.667348334,-10.58584558,-6.021524908,-0.420644172,12.66878809,14.21816205,4.350798879,-2.199887141,-7.398693098,-13.98139916,-9.42509272,-9.562616841,1.327038093
0.0001,0,-13.00948688,14.5057935,16.73888297,-9.761130685,4.537188014,-12.69537121,9.86690878,-6.710483817,-3.296686235,-18.58340359,12.09706636,3.887357782,-9.05697904,7.10363983
0.0001,0,6.074726388,0.859233387,-12.36635993,6.041851344,8.742997324,5.130404979,8.127645165,-5.404144085,-1.564367467,10.77978074,16.05145183,5.672883684,-4.603824269,12.97444479
1.8632,0,14.39432321,-19.94371446,9.185382827,-3.523060117,10.6809798,13.93634614,4.987665647,3.000079489,0.192742872,18.77368211,13.57688436,7.819004702,-4.364577214,5.955812837
5.6036,1,17.33432051,11.27091553,-11.63967885,10.46615805,7.538984523,-3.909645913,-9.482316166,-4.854836573,7.788578607,-14.59015991,8.135731688,-9.74930993,-4.145729528,-13.91884578
17.4487,1,18.87824002,-12.54663045,-9.082802439,8.837812394,16.25344814,-4.564787569,17.92994856,12.09971944,12.96177122,12.63213349,-9.269775427,3.436196569,5.606943257,-14.0125344
3.8418,1,-19.39659055,-12.03476559,-6.271586191,-2.47127216,-9.81360417,3.186902529,-6.730968011,15.17950721,0.79526686,16.81301552,-17.41680145,-1.02744183,1.29071996,-4.86928736
3.7007,1,14.07497904,14.76045153,17.60511843,12.62526239,-5.477263716,19.74626357,-10.88824649,6.035564624,-18.12370597,4.393793585,-18.28018768,-4.823690536,-1.123031864,16.80824634
11.5171,1,17.53385421,12.84417038,17.59649334,11.44842022,-13.60733199,3.045812012,7.935781224,-3.484071854,1.636828028,11.61744282,-5.047453364,-8.451387952,3.065700544,-6.266551646
10.2677,1,14.49019343,17.18141729,15.6549656,17.52648987,9.490140448,-11.84299766,9.121225556,-2.878407339,-1.495780176,13.96721419,-16.212302,0.477087638,-6.47577218,-9.790568316
7.5026,1,-11.95473972,6.782567859,-6.452723919,6.585119811,-16.92094903,-16.08011817,1.720608024,-12.62915977,-6.291731077,-17.89217021,-15.67676524,-2.790641138,4.71197241,-10.13983109
19.549,1,-15.35578748,19.56152303,0.128716551,-19.70369288,8.019246877,-7.767278456,6.850301571,16.85012372,-4.256087295,16.61196724,0.420144528,-9.627959775,9.92102348,-8.123089941
5.0639,1,-1.088076899,6.495193738,12.74752694,-4.887915444,-14.25743794,13.23046554,-0.88686849,4.135080147,-3.050984094,-6.796168893,-5.282875677,2.012958759,4.293685512,-3.050922754
22.9751,1,9.922054839,12.13965994,11.46831547,-16.77913325,5.087016423,11.84268392,-13.03316057,-14.43335053,14.53229913,-16.37344189,-8.228493492,8.569620621,9.873154154,-14.40551452
8.2521,1,-19.65186249,16.34474337,-4.334562276,-0.890008158,-17.15349094,16.35176107,2.380164369,2.402043572,4.01571815,17.04730418,-15.95053868,5.589804267,-9.266600498,-2.662277798
-1.9071,0,-6.057585895,16.81910876,-6.65039599,13.68223976,-19.63288483,-13.73519355,-14.74895546,-18.02486726,14.23762913,13.4372905,-3.304322309,-7.149314338,-9.056427664,14.85971451
5.687,1,-14.56777579,-14.32284013,2.014748564,-2.769752701,-4.734714184,10.49501366,6.040110947,17.53997669,11.46755901,-1.93683049,3.54927557,-0.211557978,5.475469704,-0.860761537
15.9338,1,11.06520421,14.26109627,4.975875541,-18.53373696,15.16232839,8.199531527,-13.38593983,11.66577689,-4.576770547,18.14963756,-19.13445284,0.017980118,4.585869694,-15.91579561
8.9543,1,16.01182352,-6.316560843,-14.57753794,-0.022289527,-1.937482437,9.492940125,13.89664793,-8.937281691,-8.412268985,-3.189183153,-1.631158387,8.533442234,-7.570597788,-0.420878229
5.1784,1,2.291375989,15.02121973,9.460808689,-10.56988171,3.384276242,-13.1008564,0.047033656,6.145695251,0.647405796,6.016557157,-17.4214651,-3.758205249,1.420206875,4.026057998
0.0001,0,10.05144335,-8.964182903,-19.53529922,-7.736083761,12.26184029,-9.165394238,14.28282399,11.40303905,-8.596048767,-6.403841657,-11.04492227,3.037867906,0.572250691,17.38569031
9.1308,1,-4.466318167,-4.394357467,-5.53230046,-19.89728311,0.937964887,-12.26723744,10.37470744,-14.6578171,-13.34947799,-8.64049104,-8.378036916,-1.617430634,-2.80807012,-10.74822527
5.0544,1,-10.67348991,12.45685531,-4.125047537,8.331689592,19.64620714,0.041337936,4.552142581,19.0325883,19.26965282,17.53984632,-16.93704995,6.157951276,-0.257294351,1.103541984
4.685,1,-0.589737976,-0.573137317,15.3603427,-0.607175829,-5.031977754,-14.44242061,-5.671334699,1.780750054,-19.7042432,16.18710391,10.73324049,-8.167565405,-3.482567701,-10.24363946
0.0001,0,-12.4547666,6.772490765,-5.233500811,1.945846678,5.192041591,-13.41466654,1.960935054,-4.900276807,4.962167378,11.05221041,6.291507861,4.910841675,-3.795918423,12.05925371
2.1196,0,-13.88388015,-1.421242071,-0.240689473,-7.941371945,6.920949687,14.46659893,8.338916795,16.30611486,12.82634592,-12.15821521,-19.45618982,9.579626484,-1.55787885,7.460018714
14.4058,1,17.4196533,-7.809086772,15.32300289,3.856047209,-4.793104952,-17.81041857,18.3944929,-13.97768459,-7.24157721,-15.9580334,18.71500108,-5.630163591,8.775669985,-13.44119126
22.8801,1,4.666670865,18.16511839,-7.514230059,18.80994987,11.23487895,10.28901662,8.831708192,11.8742817,-8.426382384,17.84917467,-9.01855916,7.386773613,-8.499516214,-15.49332187
8.3961,1,-4.968761779,19.17877356,-6.074641207,17.37635209,-16.03092796,-13.73133174,0.384544228,-17.89606991,-9.281227551,-5.942928165,-10.22055663,4.756130855,7.470689625,-3.639965611
1.3501,0,-5.148144534,-13.74018668,-3.391359921,5.707674265,14.86643337,-15.82520709,8.927640221,3.107941445,-5.081879567,4.298543277,12.48778068,5.918356335,6.267544581,4.568274614
