Fitness,Label,Xin1,Xin2,Xin3,Xin4,Xin5,Xin6,Xin7,Xin8,Xin9,Xin10,Xin11,TL,BL,IC
9.7283,1,12.58894746,16.23167748,-14.92052735,16.53503425,5.294369849,-16.0983838,-8.860071245,1.875260768,18.30027342,18.59554141,-13.69547673,9.411855635,9.143338965,-0.584974051
9.1736,1,12.01121876,-14.32454645,-3.129548695,16.62942101,11.68829318,18.37969706,6.229627966,-18.57153286,13.96517223,17.35972991,7.149406194,5.154802612,4.862649362,-4.310919219
4.5734,1,6.219115607,-13.15253249,8.241843521,-18.72668614,-8.923080602,-18.15314437,-16.11472875,12.93831313,7.793144919,-7.316020798,18.00888195,-9.31107839,-1.225112807,-4.737661716
6.6823,1,10.62067153,11.80799605,-12.52509582,-0.409424168,-2.176551972,5.852520404,8.374593234,10.18746728,-8.95899692,7.188107074,6.203920159,-6.747765296,-7.620046369,-0.065437921
2.6855,1,18.38975834,-6.384570933,3.410710039,-11.04752242,10.05068237,-9.796195382,0.238282067,7.963068906,15.6361301,18.37165701,1.888621199,-7.227511143,-7.014119889,-9.699669835
0.0001,1,13.62869024,-9.828712841,12.57139304,-10.25900125,17.17054493,-6.000649361,-12.13618998,-9.956645681,4.641787046,-1.068446044,-5.933619717,6.616572558,1.705281823,1.988944332
6.1775,1,16.68774655,-8.566439247,10.28800916,10.14916377,-4.782166121,2.712865629,-16.96582842,-17.84199525,1.23190212,11.1666892,17.36042737,-7.401875831,1.376473217,-1.224374358
15.658,1,-19.52391722,-6.515094224,-13.51270767,11.77138163,-7.551398318,1.14132542,-13.37405082,4.079277656,-9.481148618,6.163163939,7.568580126,4.963031856,-0.98916803,-16.64714488
9.2496,1,-10.84092125,16.53349446,-13.90487924,13.0326791,1.53369741,19.84538867,-16.87297885,-2.292869209,-15.73388919,18.47592323,-19.81463103,5.498209294,6.346064413,14.74778821
15.199,1,-16.62256618,-4.008694036,-9.605183886,12.00273921,-2.743446901,16.42590378,-12.72611887,-9.447883339,-14.17844078,-14.55725765,14.77168831,1.594091747,0.997204037,-14.20180807
26.7984,1,14.12124471,4.882205259,-5.961904764,0.529981595,-3.92767865,-16.96133233,-10.40335386,-15.06724261,-12.64368847,-10.40189897,-3.309317237,-9.006911393,8.054322198,17.79148759
25.6059,1,-0.365436301,-0.429894464,-6.491223607,16.00215386,-5.230128755,-15.55188979,11.21008273,-4.410446522,-10.33234856,-3.843514176,-16.14181899,-7.360534148,8.841011816,18.24538161
9.0873,1,3.008343803,-17.60881828,-10.60880347,-5.873657151,12.84776161,-19.38386249,-18.27904793,-13.24039882,5.964618998,9.268895426,5.909838525,-0.981525871,0.940177846,-8.147167776
6.6817,1,9.787712283,-12.4417994,7.471017335,-12.65955377,-5.26061614,5.024742429,11.20909741,-16.75496925,17.17543884,11.02850714,-0.528334704,-1.282828228,-1.064325011,-7.746021119
2.4787,1,0.340346215,0.430862567,12.70510833,11.79325668,5.772725208,-4.855624694,12.46321833,1.313023552,-5.970915857,17.56006248,15.03771246,1.003126858,2.44950172,3.481788181
