Fitness,Label,Xin1,Xin2,Xin3,Xin4,Xin5,Xin6,Xin7,Xin8,Xin9,Xin10,Xin11,TL,BL,IC
8.2257,1,-10.94455951,-7.098994229,2.564667994,-9.062346111,-11.11483456,18.98947211,-14.6281444,-15.54944515,-8.397385612,10.50184208,-18.60644135,-5.905484246,2.320212326,14.68700187
-1.7724,0,16.56339781,8.211658483,-3.962091898,2.891587815,-14.79883176,-7.51283044,5.285094517,-9.169291382,-6.855178817,-18.39113304,10.73893215,-5.441084808,-7.213528064,19.85307079
0.9137,0,-2.97470034,4.307418804,9.955260105,16.57139503,13.87628881,6.670120885,-8.217371986,19.30255743,6.385229733,-19.06224354,-4.34093807,0.913632216,-8.555132822,-13.13052502
4.12,1,6.364264429,12.20926544,-16.70046426,-4.510164361,16.20327862,-16.15524481,18.44906582,-9.160221845,-1.572523017,-2.327881139,-2.918305178,2.845988441,6.965960196,-13.68416042
5.9612,1,2.932829275,-13.23066342,8.121326644,8.295239326,-15.7110909,12.96564059,16.92926813,19.43115837,-9.723497512,-10.73448873,-13.03102206,1.326172685,7.287362837,-15.13249703
0.5745,0,-9.761684683,-2.342281126,-13.81938554,-11.76223193,4.324423642,-13.55137665,-16.50775259,2.069744466,-18.25303446,3.64997927,-1.092970311,1.591364226,2.165867843,-13.99921637
1.3122,0,-5.295648379,13.39539664,-4.338574336,14.64687145,4.005405417,10.79454768,-11.7029743,-1.273088146,3.868809427,5.361318569,18.57406836,1.354090319,2.666318275,5.26857999
13.3503,1,-7.074818989,8.320020847,-0.718169832,-0.236538953,7.683246943,-12.50293045,-16.57051309,12.20160041,-15.52043271,-0.968091945,18.78004015,-7.730066099,5.620272362,-4.203788322
-0.3043,0,-4.774952466,6.567712637,-6.11234425,12.80585121,10.47320514,12.2000084,8.986647336,-9.632256021,-18.33331388,-9.949006149,12.80948393,2.582227319,2.277924651,-9.824036924
0.0001,0,12.23252655,8.202259636,1.119343213,-17.43133186,16.1691692,8.209398119,15.01974733,11.71702242,14.65167987,4.894568322,14.62955312,-4.466990095,-7.6938986,-14.32254839
