Fitness,Label,Type,TrainDelta,TestDelta,Xt1,Xt2,Xt3,Xv1,Xv2,Xv3,Vv1,Vv2,Vv3,Vt1,Vt2,Vt3,r
-0.998288934563758,0,0,0,0,30.7046099050727,11.8658298959734,-94.4685099364324,25.5991332304914,4.89992604019906,1.85336230555286,45.2776870120786,-31.6294016053628,-18.6517899267594,24.1992611634855,33.9423723485999,-80.1600189737682,48.9876966454982
-0.99996712856532,0,0,0,0,-79.4322646426914,-77.1398037943554,69.6005443817364,-40.3615210580794,-84.7440942278804,55.924072630941,59.137408699185,83.7333173050446,92.2893447636658,78.1350850180131,-91.0133427304931,-40.2164940374608,87.2189634167733
-0.999474296513419,0,0,0,0,-46.2882854257346,-43.3375297793438,-75.9703045778877,14.8095855219673,52.8383123610032,-31.3190583933394,56.1392209819935,33.2137863548369,88.6747715277608,98.6012825755553,75.6658395780694,33.9858679489362,21.8300978138214
0.651142989718927,1,0,0,0,46.6365702654278,98.1426223479972,-27.4419547229527,4.57349881096616,57.1899639789613,55.1956349098799,40.174417304149,-96.8281679524917,-60.3150343082037,89.184898913235,-63.7373893508882,-22.5877855201717,98.7096659975536
-0.997104643260651,0,0,0,0,95.6535198246246,26.3452804594818,83.9821796779057,-69.825807383851,27.606995222659,42.2810998675892,-96.0099198562095,-16.083796003645,-74.1117200774731,-83.1423731546661,34.5073646793167,-21.9621580661976,61.8948362482026
-0.999854188459128,0,0,0,0,79.2840079549862,39.2675846487115,31.9919831654771,87.6521018759503,4.77420086646272,-84.0953395887969,-37.3905281908383,94.9589823387228,26.9771119455529,-19.6622424451552,-81.7769745844949,-84.4390314146344,41.4186623921998
0.579657238580154,1,0,0,0,84.0652400024709,70.4863553269406,4.34509559841642,0.424714654100015,-3.2954789456802,-66.1460234141923,41.3293454365595,-75.4019887238325,-46.8320482824441,55.180468922942,91.9197927962711,98.7245755170354,75.2204565826474
-0.999433869010572,0,0,0,0,41.4523000680001,44.6776640419241,2.0768596006411,57.0885060060118,60.3180226604188,-58.7213253077395,-79.9148214556197,7.93499520104788,-55.4983503527967,-56.326269624214,48.4074895927003,-50.8096165200648,48.7499084926423
0.79897883003936,1,0,0,0,9.27844453366689,24.16935958171,37.3628908175469,54.0231039061637,85.2789482891947,70.33749112009,-4.444260450074,-10.6425982712517,98.2966572090879,-17.8290296097689,89.7801960518224,28.3650362072528,77.2056312139325
-0.99942987295315,0,0,0,0,-1.19161359866817,43.3888045850747,30.6036452498921,-91.0807878634641,-56.3445679240097,86.2426263126287,-17.2637500716248,-57.3338920947504,6.80917832011971,-85.5339879579289,71.8000593002067,-67.4167157511937,20.9428290994771
-0.999956255188178,0,0,0,0,69.0531473239003,-97.3906558498999,82.7761924785123,-57.6913121352217,-92.3777723707701,-6.21802948761623,35.5342013160883,93.7592909004228,43.7886554493587,-63.9402996648906,64.6548211742395,81.3597601264353,75.6109379811686
-0.998838754787775,0,0,0,0,-57.7562391214298,50.0643973083863,-57.2059079114386,-11.8544410085627,52.8468171986541,85.8360187497859,12.220233115458,10.6286106369953,-47.4145779422835,44.9784644577725,-35.8608285896729,61.6806146015498,85.2911671071916
-0.999865363833261,0,0,0,0,96.5760579081004,62.4677926469849,37.4036292337875,-6.78189999628765,79.1921865356738,12.9800331197911,-98.6988125719937,3.09615435534083,98.125566181712,58.6403374841542,68.1250956390992,-42.8349539853392,43.1116793710282
-0.980987884468421,0,0,0,0,-70.3184251063122,82.3942600709833,-12.4602932898804,-51.4882405796218,40.8285631021719,-27.150709177593,18.4406943784281,-31.365197879581,-90.151642192027,-76.324257845606,82.4372035764663,-56.2605883200093,16.7929024638767
-0.998855364777697,0,0,0,0,-9.41997394754901,89.2268100180411,75.9940550148412,78.0981989585431,74.6067916286884,99.4030254686138,-59.1585366437436,-66.4971201995419,-35.7426789219185,-63.6688561806292,55.5769465649485,1.54002786082599,26.4991603048554
-0.981488698360171,0,0,0,0,-99.8293141454693,-79.1535753254337,-54.6159098336607,58.5706999475103,37.7514754838798,-70.9051271619742,-9.51635883961363,-8.80590499803044,-20.0296746323526,-21.1715943116428,10.3212508953112,-20.7438136053064,28.10798085655
-0.993491861514731,0,0,0,0,57.3440414112847,-49.4121331839955,-88.2910462508319,66.1733230816179,-80.4341900432913,99.8889540296837,54.5508112653026,69.4217585463294,-10.8137432188892,-66.0824107354741,91.234667274724,15.2678602798532,36.1700794752674
-0.999713544316479,0,0,0,0,50.3608846471425,-46.7211716839463,55.8982817189446,50.1727424533409,50.6316718984579,-41.4041009978008,77.9317660822281,66.6729901190823,-53.4458017654462,7.77519086940551,-7.97526976546668,19.4026320924748,63.3470067892634
-0.999941182706001,0,0,0,0,-27.8552452753621,26.8482428422693,-86.422523254397,-56.3425218090246,38.0051112492591,79.8566205940971,62.9370639421133,57.5602103372545,25.4607578517002,-83.2861620046232,-80.1936745905232,-76.2127500592233,65.2013323781711
-0.999755710974712,0,0,0,0,-37.5936573978234,60.4238989006791,55.661724915617,16.7753291267545,65.3426061632646,52.7218467056027,-53.8451476984775,-69.9646984401438,-72.0867619867675,-73.2302345164417,-6.39593824681405,-23.5331553163023,81.2191510837454
-0.998805328757808,0,0,0,0,41.6161620256369,-92.2711690650632,99.1299628726555,85.7830162874207,79.2936752225278,-16.3088171364451,55.1671396447538,-28.7055228746581,51.3436945960046,52.6255229806681,18.0242833867282,33.0211503546355,14.4806124492739
-0.994136797948145,0,0,0,0,86.5609016641368,-76.4388018747116,-84.1614089882268,-15.3034262824571,35.0578526545729,-91.8578858164894,-50.0344614525554,-52.5933779829408,-95.1785496520706,-36.2233500667406,-79.8310780228537,84.5060924484908,60.8450115610581
-0.999802394125107,0,0,0,0,86.996065757071,94.7215657636874,-79.6807403797803,94.743060793456,-37.9393309156288,10.9751237006096,65.7416229769509,-86.0401554365031,76.9232184364405,59.7022788086527,-54.8991882558721,80.6541498585107,35.5898710203743
0.622636768615666,1,0,0,0,-65.2373954437408,-77.9707112768115,79.4000520348294,29.761135976315,48.6067875238143,-24.6571367235167,89.7476394284106,-67.246121273714,-44.0032221657925,-74.9000415525486,23.8661033657879,-87.6759827565687,74.5031827832336
-0.976726783993654,0,0,0,0,-58.0803135648406,40.1479694248592,77.8040321282204,-86.1964182348774,-2.14874153305789,28.7168849058408,-71.655938847261,27.314897412188,-94.7598929805111,59.6846368335188,85.190042905513,90.088179427004,14.6702206090815
-0.999832426470343,0,0,0,0,-27.0372824965942,-44.605956937858,27.4571791736115,77.2840645884398,52.6231638129528,-60.0123481366791,73.8500872988765,-99.5443537518545,88.7825051494497,59.784709357707,59.135789600918,-30.1038704016698,38.6517333353403
-0.99694449869842,0,0,0,0,17.253868002525,15.1669092001329,4.86611691896333,3.86743980614857,-9.76426129210066,-86.9996222116485,-84.2289194802087,-66.5905699066903,7.25310646766857,-31.4127549779963,76.1055955592113,4.59117556256834,9.09487524739668
-0.99997086448923,0,0,0,0,-37.1160545939806,-42.764491747455,-48.5150653621649,74.2613249729453,29.486616243624,-59.1678094442281,-48.6070536662925,1.79836437904612,37.987991538644,-61.374475608511,-19.2563946169732,-86.8991884690799,92.6326337142389
-0.999842291241008,0,0,0,0,-73.1350605007675,79.0494082566183,-80.9920117663755,66.7163355540218,-82.8341924792743,-15.185531903581,75.8356699547565,75.893597712824,62.1308248762985,-92.3287787235466,-30.5262123416162,80.9818329808034,39.8306432969444
0.927539139045922,1,0,0,0,41.0809060458486,85.9560706568215,-56.3921702929665,-43.8389019137178,-39.0247891286677,6.92248006785067,-91.9537206120504,-34.420022585455,94.4596228324334,-40.3244367898073,27.4119621831934,34.0208416550402,95.3539816713239
0.54015712336129,1,0,0,0,17.6513806631514,11.9808839978073,-44.753055936124,-96.6657594567725,22.8454904415893,37.8609509424295,-6.45274987558044,71.6418001654339,-36.2160564727469,-82.1627250412677,71.6963530631371,87.7720232772164,33.2356226441853
-0.999853562794971,0,0,0,0,-62.2589963080593,12.218190475541,12.7703220946491,74.6437246689212,89.1406217582607,31.8309287442391,-21.9068415879957,31.0850683898184,84.8530427359325,-60.4751333988339,50.8871705984147,-35.634520499049,41.3261191252248
-0.999924719953893,0,0,0,0,79.4953894635707,68.9102584576513,17.9433029349674,85.9999829085791,54.4925207032215,30.9788954262333,-94.0557447347888,-36.4992697292046,60.2516380535717,15.8946902108131,-88.4833163028943,-86.1158046230011,57.6376556708191
-0.993198249470601,0,0,0,0,-62.0798236260284,-38.7591606031627,69.7542981080656,52.8707754055143,80.3039433079395,4.92331936515902,-29.8602021555886,-2.96930967547098,-7.00993839141995,-43.468279310487,-57.3726950237302,75.3239846333754,14.7912126287397
-0.999767872003412,0,0,0,0,-28.7824346910776,-23.3975615553312,-96.7797212114248,22.3637961974258,25.5420456664713,70.4691465634864,-18.0934409627878,-99.5509869465984,5.40798199535234,-36.7828105823466,-5.46281259405401,-36.9988473950899,32.8292182190099
