Fitness,Label,Type,TrainDelta,TestDelta,Xt1,Xt2,Xt3,Xv1,Xv2,Xv3,Vv1,Vv2,Vv3,Vt1,Vt2,Vt3,r
-0.999194154266672,0,0,0,0,-21.6894467979513,-39.628042709507,-93.3855087387599,-50.0365820034392,70.4314736743463,-23.4953348625873,-44.4756597740095,25.5290136222325,-66.7904716363017,-98.8243167237476,87.9950796577598,18.3885378010513,28.799641402033
-0.99743248988782,0,0,0,0,70.8306524047663,7.55155529132965,-78.7443463591799,-72.5751724685592,-33.1547956240485,40.8206692098992,-3.4520199680282,71.4345604110999,-47.5529369866558,23.1329372438262,-61.322983654214,19.3952023463749,31.5286422906163
0.72187427915835,1,0,0,0,69.792461627515,4.1863517340706,-64.4813999244358,-7.79729546742551,46.4522418838221,72.2800073502227,81.2708317669201,95.8492722631448,56.1154204377553,-54.1951212223631,-60.6085950010428,-85.9556128834302,95.3959036930439
-0.999906307477407,0,0,0,0,17.7980437000025,17.8919658477988,41.3088429154137,-97.7192559798041,49.2857092613181,1.39376330820551,-12.3840100038995,-57.4206946950024,95.5686868700611,0.932336470052945,-78.2539807754477,-52.5993967252091,51.6664149632801
-0.999974222923832,0,0,0,0,-64.8840525975782,-87.2071021718167,-5.10873391273951,77.6886489135056,-6.94179896753717,73.015867404783,75.8908434558013,-59.5465320896628,75.7205566608854,-23.3553377324852,64.2031790406565,86.7703250457042,98.4879127476456
-0.998963012838468,0,0,0,0,54.5991493611598,8.41272556637067,-43.2044966387574,83.7880431997942,-92.2803344523494,32.5589800704871,70.1242471481046,21.6352240182198,-18.0613616412662,54.1753526668997,-63.8649371122211,-35.4010857228356,84.1638261970171
-0.999817773356688,0,0,0,0,88.1685397910167,66.469795820057,96.9441962918501,-44.3600039551998,82.9453991702228,-35.2488650795429,67.7385361207637,-1.14702794548187,9.19918312569436,-35.9607928323678,-2.37048498885515,-36.2079479550831,37.0461377962703
0.84072117275619,1,0,0,0,-85.1435576110289,-94.5662728544242,-23.9508642315579,96.7974890850438,-46.0279253708223,-34.5914054801336,92.6833299175643,13.7257104160932,-78.454403908049,79.8038563231943,-20.0552727426268,13.8608716682406,4.98185443085265
-0.998816114909023,0,0,0,0,64.7033059318586,72.9279186936863,59.6045627249531,28.6619340278474,-30.6747745616446,-33.9503185931934,-71.9084699873738,77.2613181709768,57.5835176881034,84.6930245609303,55.1007783379382,12.1285222486477,14.5728520492612
-0.999832144034214,0,0,0,0,44.6516807533684,90.0937956421068,-64.5867521265877,-80.562311368506,-64.8989740978185,-48.3149802614785,-70.7218423724365,69.3787310992294,51.0600179628005,-0.322047463936599,7.40092136278246,-88.9573843116261,38.6060549659469
