Fitness,Label,Type,TrainDelta,TestDelta,TL,BL,IC
-5.9134,0,0,0,0,6.36897030756953,-6.70370688234505,-13.3363205149284
0,1,0,0,0,1.28673065325856,1.45263389627806,14.9812456830077
-0.9526,0,0,0,0,1.95910099015404,0.033102970042,-7.84846338432121
-2.7437,0,0,0,0,-2.74434382282717,6.54223631298134,0.895151897524819
0,1,0,0,0,1.25160035574985,4.92460669527648,6.32946893075452
1.7639,1,0,0,0,9.81266630064551,3.76106246146666,3.80144645819453
-0.5337,0,0,0,0,5.14342264656255,1.46350396488663,11.9241271093829
3.4277,1,0,0,0,8.46590120026459,5.42484970562647,-9.22238987786299
5.2708,1,0,0,0,8.95130183567126,7.26800297509516,3.56955479631086
-5.9052,0,0,0,0,-6.97136180141288,4.92325413292927,3.44334624092415
-5.02585319220497,0,0,0,0,5.1231272815209,-8.73820860792449,-3.46192958769327
5.5255,1,0,0,0,7.79884012283508,7.52270626434608,17.5954704427596
1.2914,1,0,0,0,-3.28927367757186,-8.12955049755532,-0.149032528978736
-7.7306,0,0,0,0,-8.11651608392681,7.39427314867985,-15.7182195288058
-2.7967,0,0,0,0,2.79669325521381,-3.26764034378397,-7.37038907147504
-0.6161,0,0,0,0,7.07144531273945,1.38105879472069,-0.773780639325949
-2.726,0,0,0,0,2.72598105943098,-4.89838735641373,-15.8312998845395
-1.5489,0,0,0,0,-2.79235669323954,0.368165136760068,-13.8791408768031
-7.3641,0,0,0,0,-7.50455534063314,7.26327691636441,-9.31316049416533
1.4061,1,0,0,0,-3.40388061089022,-4.35705196096294,8.44122700736317
7.5102,1,0,0,0,-9.50803807161318,-9.89179410387315,-16.7150442414131
-4.1712,0,0,0,0,-4.1718241283122,7.19657172310195,-16.4348480474849
-7.6537,0,0,0,0,8.20105093855994,-7.1117764433077,6.9885022012011
1.5208,1,0,0,0,-5.74407950412203,-3.51863103300101,0.171326707802638
7.0948,1,0,0,0,-9.92170944221947,-9.09267644329375,15.3148018437113
-3.8901,0,0,0,0,-8.60668450949714,1.89222139118866,-6.3734243741509
