Fitness,Label,Type,TrainDelta,TestDelta,TL,BL,IC
-1.1381,0,0,0,0,1.13808477434292,-5.1153559026998,3.27276560215086
-2.5085,0,0,0,0,2.50853780767918,-2.59166458547855,-16.2111336278466
2.0371,1,0,0,0,4.84486007763488,4.03430284839732,-5.56413987700799
2.2184,1,0,0,0,5.2593726433274,4.2156124605359,3.95796515662581
-2.4128,0,0,0,0,-3.61712136541303,1.23200119732184,-11.3651370030934
-2.5485,0,0,0,0,-6.84908915232457,0.550694829328711,-7.62907239128401
-1.234,0,0,0,0,2.15004171731629,-0.374572605987657,2.63359882733816
-1.3878,0,0,0,0,-7.1747996952025,-0.60999130338417,-3.71589949957592
-1.0694,0,0,0,0,-1.06936114481193,3.87878274848733,-10.1660986327873
3.3443,1,0,0,0,-5.34214131184104,-7.46755452870676,2.04231043072498
-0.9555,0,0,0,0,0.955516655789403,-8.05327265339627,-7.17497931584937
-6.5858,0,0,0,0,-6.58643860883835,7.06996863934668,-5.82110994939597
-0.6131,0,0,0,0,0.613144514860998,-3.19315038895871,15.7335520308841
-7.1881,0,0,0,0,-7.67770531510056,6.76729875152393,-8.95904094544109
1.0381,1,0,0,0,-5.14073268971687,-3.03591158339975,-13.5075873975537
-5.7675,0,0,0,0,6.22305938336867,-8.62831687642061,9.40934580318448
-5.0714,0,0,0,0,5.18776720238992,-8.7432653313473,11.8776821769137
6.102,1,0,0,0,-8.0998102447708,-9.40049989909326,16.0645285014661
-4.7697,0,0,0,0,4.77346226332115,-8.07560315462192,3.45126856833812
-2.497,0,0,0,0,-2.49761389126051,5.50437972948279,13.1735630879618
-2.6893,0,0,0,0,7.06208052841518,-0.692100226901658,-2.55115862869692
0.4926,1,0,0,0,2.48981992966431,8.22907540947474,10.8390803229295
-6.9785,0,0,0,0,7.4340700038355,-6.71920179760769,15.6175262897792
-1.7926,0,0,0,0,-1.79256227919113,2.82460928338019,-15.289617318501
4.9496,1,0,0,0,6.94683950159386,8.23309320429265,-13.7380070984615
-5.7288,0,0,0,0,-6.91601429962109,4.54803719570464,1.68398722112548
-7.0227,0,0,0,0,-7.43705382949352,6.67984642662203,1.22467304948683
-5.5854,0,0,0,0,6.04097085432358,-8.34519862866259,-11.0143350436848
0.5079,1,0,0,0,7.048001013095,2.50510400021313,8.35210947720005
-7.7082,0,0,0,0,-7.70880142809152,8.47858588617664,11.5255437497425
-3.2527,0,0,0,0,3.25270964153537,-8.26221887442121,12.7847523886529
-7.964,0,0,0,0,9.90999928777997,-6.74220985138379,16.5318655569916
-2.1461,0,0,0,0,2.14614263317734,-5.54506110014698,7.66328151871795
2.0631,1,0,0,0,4.06028459181383,8.99118858642359,-18.3100390929219
-4.8183,0,0,0,0,-7.69688545486912,2.82045403798882,11.1008451369353
-5.6799,0,0,0,0,-9.03858505689421,3.68205982138036,-2.99290934569838
-4.0411,0,0,0,0,5.35149037919724,-2.76985741590458,-12.0549086419594
-7.6284,0,0,0,0,8.08392586770211,-7.88363504737405,2.97355581378191
-4.7669,0,0,0,0,-5.15293847693138,4.42458154493345,4.93891142140036
-0.8984,0,0,0,0,-0.898448072007991,5.66572106319937,-6.49269402021165
-4.4765,0,0,0,0,-6.95639063773854,2.47870787943622,-8.9367121140148
