Fitness,Label,Type,TrainDelta,TestDelta,TL,BL,IC
0,1,0,0,0,-0.337056486572047,-9.88210263441029,-17.1994238792824
0,1,0,0,0,1.36615514535031,9.33953048149555,10.7290792645167
-6.935,0,0,0,0,9.5210955440796,-5.27352527029656,-6.17328848252992
-6.6501,0,0,0,0,7.10562892656934,-8.61494571012759,2.20727662121149
-1.7667,0,0,0,0,3.43890879843571,-0.105194496491025,6.16012691234578
3.9194,1,0,0,0,-5.91721513917203,-6.31133355640489,14.3733185466207
3.4021,1,0,0,0,-9.53919868472566,-5.39993348146528,11.1292506904285
-0.7199,0,0,0,0,-1.01712330074298,0.435629113378033,10.2893446624386
0.9593,1,0,0,0,2.95647004232951,5.01211843152474,6.71380976471241
0,1,0,0,0,-1.66500344595289,-7.65551705423912,-7.41905257462152
-5.7353,0,0,0,0,-7.43898657483657,4.07644253794709,7.37104506978903
-8.3243,0,0,0,0,-9.19869251216558,7.46971307576969,6.01622898879678
-7.21638047008867,0,0,0,0,9.52159709343181,-5.69258702274935,-11.0012473477291
-2.2107,0,0,0,0,2.39895790727023,-2.04318664164536,1.50643977415314
0.2994,1,0,0,0,-2.29722861334105,-4.80222940949783,7.18457248413596
-4.4356,0,0,0,0,4.4355672258554,-4.44124100423304,-19.2130678743867
-2.5241,0,0,0,0,3.65759666002544,-1.40070705064622,-6.31367781255174
3.4398,1,0,0,0,-7.91945295027609,-5.43761478223902,-15.8528829987002
-0.505,0,0,0,0,0.505009871378297,-9.88131181237705,-11.5718713806932
1.0925,1,0,0,0,-3.09028148650809,-9.2981106027125,18.3736129278133
0.5745,1,0,0,0,3.72413284047163,2.57169030737583,1.18232270824878
-1.6094,0,0,0,0,-1.60935043465093,3.41972849341214,-8.66700918585905
5.4131,1,0,0,0,-8.88552525683789,-7.4109677632035,6.34582747544837
-3.037,0,0,0,0,-3.03766546820783,5.09170461421894,-8.21219682646358
2.0969,1,0,0,0,-5.80168266813957,-4.09475173363075,1.64230238313276
0,1,0,0,0,-0.29820837383485,-8.84007480038831,-0.583140635143089
0.8548,1,0,0,0,-2.85258192712408,-7.49633511044959,9.09298030094131
-3.1432,0,0,0,0,-6.36359722923195,1.14538861430708,-11.4029049826722
4.3059,1,0,0,0,6.30307975250368,7.8216944727793,2.99259258495468
-1.2784,0,0,0,0,-1.27837158858397,2.83667104624618,-5.51424984537427
-6.8185,0,0,0,0,8.63515464526463,-5.08562883998189,18.2142940790408
-0.6793,0,0,0,0,-1.16298010956864,0.234901898991385,10.2613653412809
-6.1698,0,0,0,0,-6.17045116228829,7.71213891723936,-3.76758445681615
-3.8877,0,0,0,0,-8.7839629293204,1.88989695004548,-7.95300159249745
0.2375,1,0,0,0,2.23472524019502,4.09732212497613,17.1249050961136
-5.3904,0,0,0,0,-8.86935845266336,3.39259929447337,-1.55658405609158
-8.7155,0,0,0,0,9.25743544904251,-8.25726967100783,12.1970568976206
2.9441,1,0,0,0,-5.64329850393716,-4.94195338608003,-15.0057528850463
-2.0674,0,0,0,0,-2.06806895087476,6.10839788591839,-19.0090835951139
-4.1308,0,0,0,0,6.11726641693894,-2.14540113840637,18.6825347313489
6.9127,1,0,0,0,8.90988863405757,9.53247913575575,-12.2584154867939
-4.4194,0,0,0,0,4.41940632052938,-4.7112458578065,2.65101029044835
-1.0357,0,0,0,0,-6.51177435019119,-0.962100959234942,-0.0495056811326222
-1.785,0,0,0,0,-1.78496968133937,6.67359131643523,3.48041138212067
0,1,0,0,0,-0.94118852445575,-4.9159607630151,-2.87919748534716
3.8114,1,0,0,0,-9.09505642925285,-5.80925077697038,-10.5576549622362
2.5046,1,0,0,0,-9.36129103241724,-4.50241079596156,-1.12795305779054
-6.6499,0,0,0,0,-6.65056721642227,9.39103982498501,-7.29842765320731
-1.2571,0,0,0,0,-1.25713145395388,4.4493682289933,6.44691361645857
-2.224,0,0,0,0,-4.55486984135496,0.226204159090098,19.2111290445806
4.3085,1,0,0,0,-6.30631758451329,-7.19083308281927,15.987738706867
3.8607,1,0,0,0,-5.85850311836011,-8.52183700485929,11.4509923252582
-1.2047,0,0,0,0,7.50146835759844,0.792510404310692,1.92025628058623
2.0497,1,0,0,0,4.04691421462738,7.25535839099273,14.7657314756299
3.0628,1,0,0,0,-5.06065371838378,-5.49239090777004,-15.2379500021185
-6.8008,0,0,0,0,-6.80142425316372,8.05833864652804,-11.9017974067914
1.4114,1,0,0,0,3.4085926925471,6.58567869953433,-8.29911676811409
0.4174,1,0,0,0,7.69608915767306,2.41456484542947,-0.850646181700494
-1.293,0,0,0,0,2.54214727896254,-0.0711803829039841,11.1362227225617
4.2969,1,0,0,0,9.30336486000663,6.29413111989957,-2.58157581038187
-4.2527,0,0,0,0,-4.25329411654166,5.91811530190423,-18.3477650597324
0.2693,1,0,0,0,-6.45718610537111,-2.26713254732893,13.1116875832516
0.6064,1,0,0,0,4.74890971012455,2.60356079929788,-14.374132779493
-1.6028,0,0,0,0,8.56980874398495,0.394409917709647,5.7533056195223
4.405,1,0,0,0,9.05444594194228,6.40222746846434,-9.00479879600512
-6.8757,0,0,0,0,-7.09408352778283,6.66992479423466,2.82223376671191
-1.6287,0,0,0,0,-1.6287100742349,7.44449684577718,-19.3962442380329
-6.0574,0,0,0,0,6.5129325674545,-5.87877370598273,-14.1322315138919
-1.7508,0,0,0,0,-1.75078718738744,6.82885985147283,12.78036681442
1.4631,1,0,0,0,9.86264644235011,3.4602557264175,-16.2446244011798
-6.758,0,0,0,0,-6.75864697173289,7.76343938882326,-16.7101271332601
-1.1897,0,0,0,0,-7.94691854760081,-0.808096983093943,-9.58793211196613
3.0924,1,0,0,0,-5.99058339105523,-5.09018399652362,7.32429468005937
-2.6162,0,0,0,0,2.98452560302202,-2.27112650075328,19.2175450334834
-4.3899,0,0,0,0,-5.93218543899256,2.85913883829292,-1.29791847897869
0,1,0,0,0,-1.21331302149204,-3.52449571005942,7.45430685964741
2.9106,1,0,0,0,-4.90839808744644,-7.43656882473641,-13.3443026360022
5.455,1,0,0,0,-9.63296450422377,-7.45281863564794,-11.3520829910041
-1.9741,0,0,0,0,2.79122879725886,-1.21967735474204,-9.55648522436404
-6.7564,0,0,0,0,7.21189895287454,-8.61033386069843,1.31914832793565
-0.8971,0,0,0,0,7.91117089854205,1.10007522550443,14.8692907290797
-0.4954,0,0,0,0,-0.495439275189952,4.36566943716393,1.81730152606555
-5.0786,0,0,0,0,-5.07919635058971,5.70554433719352,-0.60181778624516
0,1,0,0,0,0.233264147685077,8.73106846260598,-4.8936701471795
1.1967,1,0,0,0,-6.88953391943688,-3.19454443936481,-18.8395845615687
2.0879,1,0,0,0,4.08508364198611,4.61638945491108,-16.4832266442081
-6.056,0,0,0,0,-9.767083353457,4.05821834349199,0.0308454754724607
-2.4723,0,0,0,0,-5.19255432783785,0.474511594553988,-3.25640315666247
-3.6144,0,0,0,0,-4.33271157198044,2.92693663364072,-18.2473709185246
-3.0824,0,0,0,0,-3.08304487739232,9.60002354758988,-16.6763764169038
-2.5661,0,0,0,0,-2.56671444324634,7.39855778535444,-0.846936562732822
-8.12955905157919,0,0,0,0,-8.16046080460178,9.64533780923986,-6.08247854732936
-2.0645,0,0,0,0,-2.06514894756559,2.47903639069857,0.727757003926662
-2.0878,0,0,0,0,-2.08843144281997,9.39425774252181,-9.52977323842341
4.2549,1,0,0,0,-6.2527361557118,-7.60599730658897,5.11251892517034
-0.8805,0,0,0,0,9.26505171208863,1.11672653771357,-7.67312035499236
-5.6751,0,0,0,0,7.89677545931821,-3.67793006387586,-0.676002766693543
-7.631,0,0,0,0,-8.2179800089617,7.07185417484001,3.70501920787943
-4.3955,0,0,0,0,4.39547493834078,-5.01193264434632,2.00464740395019
-2.9562,0,0,0,0,-2.95683674033518,9.01929419043827,-15.8791507840549
-2.1322,0,0,0,0,-7.60255219375749,0.134393146375382,-5.1663666660014
3.463,1,0,0,0,-7.97560943906354,-5.46078054759326,3.14036259050947
-0.0317,0,0,0,0,0.0316721974891045,-4.2473609574495,1.27969900032582
-4.8825,0,0,0,0,6.77957406537399,-3.01309251271723,6.23610730759972
-4.0078,0,0,0,0,5.02369624772824,-3.05309386297055,19.6040654818932
-2.0743,0,0,0,0,2.07429246469721,-9.91707439261007,19.6709570170835
1.5132,1,0,0,0,3.53791129264824,3.5103555440376,-19.066258552583
-5.1736,0,0,0,0,6.41419606371174,-3.95185356884756,-13.9948891650924
1.3386,1,0,0,0,-4.40310486420031,-3.33642110421776,-7.89062758627443
0,1,0,0,0,0.362275565668519,5.77447722729525,-6.49979303211548
