Fitness,Label,Type,TrainDelta,TestDelta,TL,BL,IC
-0.899473603041505,0,0,0,0,-3.8741183331758,7.00623871332276,1.02410124178963
-0.899823257564101,0,0,0,0,6.56884503760424,-7.86247082252172,4.68568126801992
-0.899823257564101,0,0,0,0,1.33653037132862,-4.78127686186113,-19.9076755826825
-0.899473603041505,0,0,0,0,-4.2548987424037,6.42540164913545,15.8046161872186
-0.899823257564101,0,0,0,0,9.91615819212459,-9.83123196385932,9.31372953760408
-0.899473603041505,0,0,0,0,-8.30765464114935,2.66697136198408,12.2034570243432
-0.6528,0,0,0,0,6.59929772870138,1.34442899447878,-9.59826438027792
-0.899823257564101,0,0,0,0,5.69064098803329,-6.61589331957808,-9.02966619299068
0.0509,1,0,0,0,-9.90193611422874,-2.04877518943922,-18.9379378707679
-0.899823257564101,0,0,0,0,7.09398099619751,-5.90216621673277,14.4140232439074
3.5319,1,0,0,0,-8.87750582388902,-5.52976455267219,-18.1887792876643
1.9639,1,0,0,0,5.01983546225229,3.96112759860418,16.7515155648455
4.1133,1,0,0,0,8.17845208664317,6.11047713089118,19.987097814986
-0.899823257564101,0,0,0,0,6.01532551509089,-3.5416933471174,-18.9942166342219
-0.899515992499855,0,0,0,0,4.65646942567582,-0.544265909036222,-4.29646391339994
-0.899823257564101,0,0,0,0,7.2002805562669,-8.8507670175877,-4.61819445897836
5.1654,1,0,0,0,-7.16319159266288,-9.08637204449965,7.91978931848411
-0.899823257564101,0,0,0,0,8.27023004136385,-2.32908735418781,-10.2755673080257
2.0432,1,0,0,0,8.14195465295528,4.04035825736167,15.8255154757465
6.7366,1,0,0,0,8.95947118485383,8.73383916864841,19.8714652404794
-0.899473603041505,0,0,0,0,-2.0611505619615,3.19872898751948,12.9180119179789
0.4501,1,0,0,0,2.44733460012565,4.01012636289922,-0.419395811442136
0,1,0,0,0,0.176336024814347,5.59426591119726,-18.3805689534856
2.6437,1,0,0,0,8.02014805132228,4.64091442242043,4.63132273916946
-0.899823257564101,0,0,0,0,5.10376088939935,-4.31065628811654,-11.7500354169226
1.0465,1,0,0,0,3.04372425818371,8.56239875961469,12.1829405939964
0.9934,1,0,0,0,-2.99127873795544,-4.59623188008806,9.78470852494974
2.4626,1,0,0,0,4.4598422008708,7.13440711748234,16.7527729457471
-0.899473603041505,0,0,0,0,-4.61983261669964,3.76303558724007,4.71988206760458
4.2342,1,0,0,0,-8.56893054121145,-6.23203530022338,-6.57722124556562
-0.4019,0,0,0,0,-3.77908358081726,-1.59591964078848,-16.4904480375355
0,1,0,0,0,1.19736965814021,3.35250499724749,-15.3879314544337
-0.899473603041505,0,0,0,0,-3.68679221602021,9.61592684794635,15.4347815084522
-0.899473603041505,0,0,0,0,-9.54483341145018,7.26571010482685,-10.2002551646635
0,1,0,0,0,-1.32796541524079,-7.29247596673387,-11.3760000707277
-0.899823257564101,0,0,0,0,5.49457830216003,-8.25627478129497,-3.98488698678671
-0.899823257564101,0,0,0,0,1.80221935107158,-6.06952861854107,7.87249856979454
-0.899633927031751,0,0,0,0,1.85938629853399,-0.716200485474662,-10.353802085622
-0.899473603041505,0,0,0,0,-1.74459090992249,5.40988941494908,-18.5864443342147
-0.899823257564101,0,0,0,0,2.15100598266923,-8.41052702203978,-3.38494179824004
4.8558,1,0,0,0,9.70955152419209,6.85296870553935,-17.9038959156777
-0.899823257564101,0,0,0,0,4.55035821662221,-7.70083940508904,-0.584761536430367
-0.899823257564101,0,0,0,0,7.37188735645875,-9.66592241772606,12.7563351215061
-0.899823257564101,0,0,0,0,5.67747344819676,-6.12584534245023,16.5137716526077
1.6766,1,0,0,0,3.67379883322154,7.76787017055364,8.51478817594566
-0.3022,0,0,0,0,-0.302159569165054,6.66436085320307,-16.3701431690773
1.2876,1,0,0,0,-9.4901648698927,-3.28544258287692,-0.523094946664983
-0.899473603041505,0,0,0,0,-5.49274345411304,1.09417598979032,7.24593571031814
4.7017,1,0,0,0,6.69886416839998,7.91745626445877,-2.49608326685807
-0.3968,0,0,0,0,-2.00689422299269,-1.19760091730916,-7.61494569624392
-0.899473603041505,0,0,0,0,-1.06093255926778,9.28780246495592,-1.50607070631741
0,1,0,0,0,-0.0801597522807214,-9.56920214419587,-12.3085947413391
-0.899823257564101,0,0,0,0,7.96268521059192,-2.21415553158698,-15.9181538369556
1.0082,1,0,0,0,-3.00602836644001,-6.42907817782752,-10.0363575049541
0.8225,1,0,0,0,2.81968899769285,9.51508320332803,16.8265540674954
-0.899473603041505,0,0,0,0,-8.92386142999642,8.06169358022088,-12.4000248522148
-0.899823257564101,0,0,0,0,9.85230395448357,-3.47000808817673,-10.8982601690364
4.2197,1,0,0,0,8.8742145851173,6.21693748273533,16.9777664003779
2.3728,1,0,0,0,4.37004000788734,7.58513122514446,14.6024706988023
0.8537,1,0,0,0,-2.85149823104179,-7.27447063298728,12.2312163731028
-0.899823257564101,0,0,0,0,3.62249693374539,-1.37225767253634,17.8846167607787
-0.899823257564101,0,0,0,0,9.02345473995165,-9.35838785363601,-8.95332960270083
-0.899473603041505,0,0,0,0,-8.64493973734382,6.5389860344775,-4.14706219066975
-0.899823257564101,0,0,0,0,1.62353423224569,-3.12932440015623,18.8483897432967
0.0709,1,0,0,0,2.06811611294996,3.35282299925765,14.5330064459357
0,1,0,0,0,-1.59825903151667,-8.53177995583382,14.8558823267733
1.8959,1,0,0,0,3.89308487001872,6.82849378852339,7.04983338368751
2.0308,1,0,0,0,4.02803417467546,7.90834434384119,3.49655719300747
-0.899473603041505,0,0,0,0,-3.49609274821565,9.89701291358504,-11.6984629344913
-0.899473603041505,0,0,0,0,-4.27494767563784,6.66216677210797,10.809909897446
-0.899473603041505,0,0,0,0,-5.9884178455971,5.29532593142825,4.63693570859377
-0.898975835351935,0,0,0,0,9.28534831967439,0.0738251788440394,-0.851927088480483
0,1,0,0,0,1.71393707705282,9.59183452266102,-6.03603645318357
-0.899473603041505,0,0,0,0,-4.77994486252431,1.79884830731645,9.8153937469338
0.5031,1,0,0,0,-8.36032191455427,-2.50088322393251,-16.5196622263214
-0.897914051951543,0,0,0,0,-3.63697189037989,-0.935401088451854,-13.5567637901419
-0.8951,0,0,0,0,-8.80263702607864,-1.10269564373813,-8.58904929740322
-0.898839893854239,0,0,0,0,-6.01643553501648,0.196237910467227,-19.2208626797074
-0.899823257564101,0,0,0,0,6.60205190175022,-5.99228873659857,-2.93747094860494
-0.898578019502346,0,0,0,0,4.66176986833531,0.535935458638059,-9.22805954932178
3.3595,1,0,0,0,5.3567045550076,9.08824947682353,-15.2925051491186
-0.4386,0,0,0,0,-9.50223559817923,-1.55919770889612,-17.4246415821558
5.4901,1,0,0,0,-7.48794688290056,-8.15164492318813,-10.6924290607724
-0.899473603041505,0,0,0,0,-5.77613877673184,2.19621961001863,-4.21891789169864
2.5368,1,0,0,0,4.53396783771889,9.22596307699288,10.0086881736275
-0.899473603041505,0,0,0,0,-8.4252045424077,7.35906102236098,-5.48916544515052
3.7305,1,0,0,0,5.94014254384988,5.72774375803405,-6.74581009599319
4.5726,1,0,0,0,8.99982910636215,6.56979286976915,5.16518988020027
-0.899473603041505,0,0,0,0,-4.08752736139861,2.34009048368084,19.5401372256471
1.122,1,0,0,0,-3.11982215877427,-5.20710667504764,-19.9841157637304
0.5536,1,0,0,0,8.18579704599472,2.55080914507056,11.4491719312114
0.3408,1,0,0,0,4.97432672007525,2.33795268527215,-12.6639367521209
2.3227,1,0,0,0,6.87186494140737,4.31985878899353,6.07205342308003
0.2589,1,0,0,0,2.25614143185691,7.47572274452476,11.7070908728799
-0.899823257564101,0,0,0,0,4.48849951935339,-1.81691141474129,19.9061360918993
-0.899823257564101,0,0,0,0,2.47617007231099,-2.93669492828632,-12.691074351827
1.5841,1,0,0,0,-3.58191297323476,-4.88786467097897,17.6433898916454
5.8609,1,0,0,0,7.85813351120445,9.76104215920675,18.0988790025536
-0.899823257564101,0,0,0,0,7.4841383527618,-6.75512998534509,-14.1324634735811
0.9989,1,0,0,0,2.99606200736569,5.80171882284103,-17.1079356317041
3.1118,1,0,0,0,-5.10961119263523,-9.78585695896882,-10.698343656756
-0.899473603041505,0,0,0,0,-4.9029024199436,8.24375923719175,-5.29813708960616
-0.899473603041505,0,0,0,0,-9.23931952949574,3.01664633175481,12.6546745438531
6.3272,1,0,0,0,-8.32499183933145,-9.77037905241108,-5.37538710720796
-0.0241,0,0,0,0,-1.74469115612057,-1.67958020083852,-1.46495940100966
-0.6799,0,0,0,0,-0.679869749007009,0.963170647024654,1.30763687148409
0,1,0,0,0,0.153851081484234,5.6218265604394,-8.40139408074346
0,1,0,0,0,1.01003762490262,1.49330661246882,-11.8443396756175
-0.899823257564101,0,0,0,0,1.10473944825084,-5.71767952209608,1.96626888154203
-0.899473603041505,0,0,0,0,-8.60460340162302,7.20895028964245,-11.6646917071374
0.3905,1,0,0,0,-5.22735808659016,-2.38829569442779,-8.50534432853222
-0.899823257564101,0,0,0,0,5.01046258843418,-3.62122057499291,-15.7052129865219
-0.899823257564101,0,0,0,0,6.12271736673129,-4.95883091058199,0.156194082216963
-0.899473603041505,0,0,0,0,-9.2029832241782,2.48387508422974,-4.50233569245921
1.3612,1,0,0,0,-3.83452300628504,-3.35900075238001,17.2637298550547
0,1,0,0,0,-0.640208793798084,-9.99858013613091,9.03122016192344
0.0125,1,0,0,0,-2.01034161453863,-9.54152732053272,5.50969556282633
-0.899473603041505,0,0,0,0,-1.21295974572286,1.8353827276178,4.71938441428062
0,1,0,0,0,-0.918066550296261,-9.01829448206805,8.78776690978994
-0.899823257564101,0,0,0,0,4.80185724769555,-1.90402410808847,-17.9434989842396
5.5505,1,0,0,0,8.96009306687034,7.54773700470818,13.1059979075587
-0.899473603041505,0,0,0,0,-1.02726813346418,7.68949428389231,14.1487334943631
-0.898892708742873,0,0,0,0,2.95473488230084,0.135665341112576,-16.9590836581801
0.754,1,0,0,0,-2.75186230999789,-5.37817688389697,14.4072201489579
0.6906,1,0,0,0,2.68780111674166,4.62914229555295,-13.7457886650687
-0.899823257564101,0,0,0,0,8.99293875825305,-1.99154092454276,4.45546701406985
1.7302,1,0,0,0,5.96978465739342,3.72739639040473,-19.9980662176996
0,1,0,0,0,0.0531530870728396,9.71239991507861,-19.7198511621123
5.9337,1,0,0,0,-9.18141351245256,-7.9315417732961,4.13626233426988
-0.4353,0,0,0,0,-9.07619427347528,-1.56256110356983,-5.76547587018428
-0.899823257564101,0,0,0,0,3.95340914114336,-2.74044548570756,-7.01779809479833
-0.3322,0,0,0,0,3.54951486307642,1.66504739708713,-10.3818081093812
0.5048,1,0,0,0,-2.50266867335684,-5.9053077459706,-9.6543166128934
-0.899823257564101,0,0,0,0,6.94628984983833,-1.45918115240158,6.27931852022849
0,1,0,0,0,0.625434960786041,8.74038081490054,-6.66310319623816
-0.899473603041505,0,0,0,0,-2.78176335492391,4.92987080911046,14.5571787507362
-0.899473603041505,0,0,0,0,-9.55892460131114,6.99047854194453,12.3050170873778
-0.8557,0,0,0,0,0.855658909175069,-1.32433850539438,4.09747676476211
-0.899473603041505,0,0,0,0,-3.29789593932231,5.56214409498819,-16.1312098634874
-0.899473603041505,0,0,0,0,-0.960900519983941,5.23898130855781,5.03332932914218
7.6587,1,0,0,0,-9.97016953488695,-9.65655189698496,-1.72583711324293
0.5738,1,0,0,0,-5.5687188720935,-2.57158628394921,-2.35071342967824
0.7213,1,0,0,0,-8.78620905957999,-2.7191525172567,-4.92523703956083
-0.899473603041505,0,0,0,0,-3.97519525483314,8.3677836029651,-0.905972969137299
2.0614,1,0,0,0,-6.39215123940684,-4.05924721074548,13.1719789461728
0.3653,1,0,0,0,2.36247985808492,3.27199083022569,4.64813647265219
-0.899473603041505,0,0,0,0,-4.77466551243761,7.44997433300201,-19.7852749038525
-0.899473603041505,0,0,0,0,-2.69489416275551,1.83943676800667,16.9935623728731
0,1,0,0,0,-0.839902048245612,-1.51583551404533,6.19846448255888
-0.899823257564101,0,0,0,0,5.28472616827936,-2.40712867172221,-1.83724131726993
0.8788,1,0,0,0,2.87604024587611,4.70309052676104,5.35286251489564
-0.899823257564101,0,0,0,0,5.65888543728456,-9.31025961358108,-15.965506433653
4.7918,1,0,0,0,-9.16518442483743,-6.78963153185814,13.4001178840393
-0.899823257564101,0,0,0,0,1.18868164923297,-6.55956600348338,17.551960364721
0,1,0,0,0,0.843186578048559,6.60515712272559,-7.30224918666968
-0.899473603041505,0,0,0,0,-5.34521287099772,4.03987624990659,0.791345922376053
2.2792,1,0,0,0,-4.27707416835789,-9.44654146589327,-13.8878839093635
-0.898730188188626,0,0,0,0,5.67845219421807,0.375037795904262,-3.32708549311116
-0.899473603041505,0,0,0,0,-7.82904886030979,2.62855350180801,-14.9306572777254
-0.899823257564101,0,0,0,0,1.6128732702673,-6.30999248908117,-0.203556391870666
1.2934,1,0,0,0,-3.29118763367655,-5.863024603482,-15.7933791558166
-0.899473603041505,0,0,0,0,-6.92734964062289,7.46659099895152,8.97485993338933
-0.899473603041505,0,0,0,0,-9.92831647967749,6.20830476024122,-10.1751036812871
4.7884,1,0,0,0,7.71873097630786,6.78561298950404,-5.77730459243675
1.6972,1,0,0,0,-3.69505766335596,-6.91627383321769,-4.46307081582729
-0.899473603041505,0,0,0,0,-3.89120303602107,6.4235162614604,-8.80470613663172
-0.899823257564101,0,0,0,0,7.02907895520588,-6.09429688071072,-5.79990132823272
-0.899473603041505,0,0,0,0,-3.08048837802223,1.71262702611958,-1.74996818372896
0.4019,1,0,0,0,-9.23102576723256,-2.39968811306206,1.8594818002515
3.7376,1,0,0,0,-8.63483866749295,-5.73547069989241,10.8759026842875
0.6104,1,0,0,0,2.60758738670681,6.1744272144139,-19.1403996707161
0.0262,1,0,0,0,-9.76486224223844,-2.02406669614625,-11.6121730066217
0,1,0,0,0,1.75829480355436,6.45443790172654,9.9630392943385
-0.898652418095099,0,0,0,0,8.58289829464668,0.490910686433709,1.54581666536785
1.3487,1,0,0,0,3.34588998761319,7.42522393483142,-12.7470028327363
-0.899823257564101,0,0,0,0,3.98213249181918,-6.22179593476153,-12.0073515030126
-0.898572262288309,0,0,0,0,5.41931898213582,0.597923764105328,-19.8114145121891
5.5484,1,0,0,0,9.10722100144115,7.54558000971679,14.8923558553409
-0.1195,0,0,0,0,-0.119495301928216,0.622033853857493,-18.7095712803678
3.0059,1,0,0,0,5.00313416639172,5.16704025838498,3.34250956024689
-0.898577849802382,0,0,0,0,-2.59765983467777,-0.160001249780288,1.08729832375363
0,1,0,0,0,-1.02551069248628,-7.15198189703452,6.10974929317614
1.4962,1,0,0,0,3.49340576764273,4.99525549783436,-7.76296575501602
-0.899823257564101,0,0,0,0,6.08695184257216,-4.0006640293589,-9.03653299870729
-0.899473603041505,0,0,0,0,-4.59030035874673,5.26981858558157,-7.25699138232922
-0.899473603041505,0,0,0,0,-2.85991103453043,3.50963754250772,-18.658470997677
-0.4288,0,0,0,0,-6.99954911884343,-1.56899755808723,-11.484234208408
0.8689,1,0,0,0,5.20144249077143,2.86612273110956,13.5858685578117
-0.7648,0,0,0,0,-5.84408470455265,-1.23304814544581,9.28479006566871
-0.8891,0,0,0,0,-7.90496562833322,-1.10870571685284,-0.377891773020881
1.8913,1,0,0,0,3.88852706568684,8.61615970963706,-13.7939689851681
-0.899473603041505,0,0,0,0,-8.94637558663666,2.17352906081946,-10.2823686180744
0,1,0,0,0,1.16604392863214,3.57001348864422,-1.33980925905745
1.1709,1,0,0,0,3.16810131659904,6.16698677847897,14.257569420682
-0.899823257564101,0,0,0,0,4.21755828049119,-4.73332768475034,-8.15571039502179
-0.899473603041505,0,0,0,0,-6.28309501158073,1.98753413139821,11.1318976847711
-0.1974,0,0,0,0,-8.08467543815863,-1.80047102314181,5.24982844804113
-0.898810552729862,0,0,0,0,5.30626729782392,0.312133999204221,-18.1284258685746
-0.899473603041505,0,0,0,0,-1.18720756336664,5.62538167657207,19.6458389566452
-0.899823257564101,0,0,0,0,6.98558006228162,-8.80027389114476,10.6690079257483
2.5009,1,0,0,0,4.49813125138803,5.09365815536438,-11.9427417132247
-0.899473603041505,0,0,0,0,-3.52322854295508,1.94157684732735,19.0845425157819
-0.4236,0,0,0,0,-0.97143320526283,-0.0738919432029341,18.8662455415735
3.2629,1,0,0,0,5.2600918420098,9.59530666696755,-11.8867464486112
4.8392,1,0,0,0,-9.36662773476652,-6.83703942609529,8.78813607539709
0.902,1,0,0,0,5.54564723435919,2.89915556735034,-6.47741365686704
-0.899823257564101,0,0,0,0,3.09304656243903,-9.08687301314629,14.6993912035245
-0.899473603041505,0,0,0,0,-7.94076501023767,8.93938671400842,-4.82009004607312
