Fitness,Label,Type,TrainDelta,TestDelta,Xin1,Xin2,Xin3,Xin4,Xin5,Xin6,Xin7,Xin8,Xin9,Xin10,Xin11,TL,BL,IC
9.1848,1,0,0,0,18.5409942879479,13.9379861371147,-15.7379435997241,-5.94913361761185,-11.4363858968881,-13.4732220338888,10.4917254337816,0.861745088149107,15.8091667200235,-14.7855533541645,13.249797590029,5.42585771032501,-3.75888961576907,-11.4665713355881
6.5188,1,0,0,0,-14.3963961804547,-5.22847402311784,2.01031081400236,-4.82240408440622,-16.8714522194533,16.5326862066974,-0.107474163351778,-9.14616339216842,18.1893382474528,6.41435700738893,19.5061361783942,3.623730696632,-2.89495663701617,-2.16230184264021
-3.6266,0,0,0,0,4.08739052430401,-13.5053106056026,-1.31978568184815,-3.85744632136171,-8.20646926520086,17.5259323123394,0.292310765016047,15.6648703629198,-5.02288687767659,14.0136697977068,18.8640838759921,-7.5406242334678,-3.91390909983035,1.72582854720772
22.4706,1,0,0,0,-2.94480717122028,-16.1881342348609,-4.60840758196544,-15.8855643351953,-13.987458962512,-14.5853265978898,13.0774869666871,3.58565887893676,-16.4405040463509,-16.8023929184252,17.1731988082834,-3.83548029744673,2.78827481911275,-19.6823136493273
5.3694,1,0,0,0,-13.5354373931179,-7.26083927590065,-18.8011354728157,15.49204485631,16.3972759464264,0.431346798425174,-6.4169380167126,17.2125540142409,-16.8600619517173,2.1250685983653,3.15469520296368,-3.44617569688535,7.59782917809812,2.22845505194697
13.5152,1,0,0,0,17.8217500698409,-12.9229040803349,5.93452412795573,12.5979062859835,-8.46802431747032,19.0507372012574,0.662786484384231,2.62657759990479,-1.60575722283355,-13.2930614708653,-1.34301470908633,9.08698185298137,9.42049119839077,-4.09474405952487
21.8457,1,0,0,0,-7.03541367082517,1.15964978499731,-5.3546319736208,-6.37119511121258,-9.25992838208832,-19.7274055959764,-0.194290110758494,-2.60192122566036,2.1554522582225,-17.1477231485923,-4.94790168129607,-4.59778573236427,7.82113678643986,-14.0245247843985
13.8965,1,0,0,0,14.0267862052244,-4.48231090697211,1.2406845220522,-17.7797551234085,11.009637917222,-9.43482323715069,13.4613021621126,-16.9921329620847,-1.08399912875739,3.60843621211112,6.67020491747532,6.87383674522791,-7.02256160421153,12.7591705188227
7.6735,1,0,0,0,4.58774019140847,5.53707314112426,-16.6413664257769,1.54975905598745,-4.23527345836773,-2.38163054774336,6.46523999736809,16.56726798728,-17.0151279200048,-9.74432691311835,-14.9959935353191,8.49153527063783,0.81810543391726,13.2746770013783
7.7264,1,0,0,0,-3.83207204499994,16.0279648485519,1.3125937681419,-15.0850514499691,9.51251870959399,17.460520853227,-1.92144156343875,-4.24360395267243,5.72447234297617,0.157876122384295,-7.31048850485725,-0.308148819939987,-8.03447754822688,-7.37349543792135
11.8858,1,0,0,0,-13.7082848699159,-18.0011774518032,-11.9706866033795,-3.94050779104129,-16.4453320526354,19.5441845075631,-1.48909635500804,-7.80627698606088,-6.2053924524998,13.990617841347,-4.37684314946385,-7.36201313040466,2.08057888270307,-9.80522287760475
14.9431,1,0,0,0,-4.34139970894766,-16.8779438521647,-12.5597333090189,-17.2862111461759,17.19741491921,8.45904794088211,8.00981627708149,-16.8314940793317,13.2568018020136,13.1071460499276,5.89312839713538,-8.85023627902866,8.0346404241267,-6.90843653982573
12.6098,1,0,0,0,-3.95168938401188,13.6322366541104,-9.4514454609256,0.772344465390798,-13.3478715353855,19.7253317053399,10.4901513945652,13.1804812461531,-2.60048481801651,-12.2862696806164,4.34338827621245,5.04573847022583,-7.56397912869745,-18.0981752079022
12.8265,1,0,0,0,-10.6204084341833,-6.16090795519824,-9.06539696188204,11.1736026814222,3.63045565935423,-8.54600367621912,15.2854551804313,5.93050570574582,-8.2210693207675,10.8947065877067,-14.0379881488235,-6.03080222353112,4.2486393606541,-8.57788114950981
12.7244,1,0,0,0,-1.38120271424624,2.21625591124072,13.8622071015952,19.2873637940666,-3.93447885784546,-7.53197195582704,5.31661772842526,-3.82034097985983,-7.71324615534811,17.0773499420081,1.3826990852852,-3.74412897489456,-1.85771869082015,-14.5820698679706
2.9909,1,0,0,0,6.24715173417366,-4.02298150768842,-11.0017658522903,9.11896262642905,0.742029681594172,11.0497850578033,-19.7622025431601,-11.6939440355636,-10.7658965052901,16.5409191879474,-12.5230869563648,-4.87938509238462,-7.87018192623741,4.5780002850928
11.0762,1,0,0,0,10.2457289082166,0.387509336608201,2.06592587536151,-6.41788339141119,8.55153811029559,4.19267626416442,1.74339846445267,2.71091109119949,1.7122920179213,-3.83142226863025,-6.57422007629675,1.35084945846562,-9.72521963926581,-8.08654565682493
7.3929,1,0,0,0,-14.7360526904752,5.17433794567199,8.02009736237164,-19.7434742468891,-17.2920289169806,-6.99898693405523,-7.13872221899846,18.4606466782867,-4.05978664727988,2.28424055424055,8.58425458403524,-2.48611199159152,8.34125160257173,0.948400346154802
11.3533,1,0,0,0,-16.1580330445916,-7.43437817036878,-11.7184668845402,-12.0477888296666,16.0100074648669,-16.8410458495927,-1.90007793499912,-0.143366028716464,-5.33516638008956,-16.8734020692764,-10.9312487633289,6.67154541812474,-4.681636197218,10.2673405111893
15.47,1,0,0,0,11.5544108602209,-3.08368240548659,17.9940772141002,2.39610222883845,11.434127984898,-15.7668804624902,16.1039554422312,-11.3106357189042,-15.6660444621871,-4.61371793494917,-15.1218445117413,7.82219889985072,-7.64770698375503,-1.05282897344021
3.5632,1,0,0,0,-18.2493708739524,18.275492064735,-10.9094186794897,6.77864495195518,-9.05220551984253,-13.6753893651198,-13.284631490324,-5.39400507414914,10.3365577742754,17.5802710976197,-5.9022148625739,-1.10675235726976,-4.66989744452994,-6.99069478843005
13.9714,1,0,0,0,-0.334303041626697,12.6897796897972,-16.0733140544297,-16.6513234523209,-19.0519441137956,4.98755112671151,-14.4370404236583,-19.0626945189619,14.6569733710762,-18.0297244050141,13.9449279518134,-6.92970010230565,4.38197918657909,-9.589426003627
6.3184,1,0,0,0,-16.5961657537663,-18.3970920322569,-12.8971100960543,-6.47226029882102,-12.548945670114,-4.08508584258499,-19.6362456578108,-9.35118471865862,8.58775687506279,-15.2946176093851,-2.16741280777152,0.454615197474224,-2.70022345954402,-9.01866827223968
23.5155,1,0,0,0,-0.150090759725579,14.2925862577372,3.70221277021781,11.6495186786117,-14.8851559144786,15.7744045868515,16.0412784742396,-8.91886248665344,-16.9471910619163,12.3969773339253,-2.34759190924171,-0.367822702900384,9.07482630914149,-14.4406989885974
23.0613,1,0,0,0,14.4206811155139,-19.9441321048855,12.8993951843073,15.3630689680822,-1.55408079296947,6.99946969348678,-13.2203198025887,14.4510539749733,8.81765995404106,-4.89819623630453,16.5522612208157,7.306116480293,5.02336189030768,-18.0379415546479
7.2247,1,0,0,0,-12.9817371661949,19.7716553452567,4.64497288006138,-3.13794096405571,10.7325257329197,18.9689627113776,7.10564920201185,9.45292071691726,-19.600997645496,5.33306170123489,-0.0831248402452118,1.73275767007933,6.88047692838428,-0.344205614825338
26.052,1,0,0,0,6.17803421052963,17.7397689480083,-11.0566221043243,-8.28642747615761,7.20786573634859,14.0963657428426,1.91913594539789,4.13954115402522,-1.44327632527535,-5.98517013615421,-15.1153937948879,2.99563149356825,8.45158965212038,-17.6004476252604
10.4104,1,0,0,0,-16.325461096021,-13.5185179749136,-17.8643477036844,18.4359204320321,-0.279381648967796,-15.9821170816627,-1.04264632780314,19.535788483099,-8.72484136070325,18.3899093325107,0.145039155423795,8.55858978865072,-1.85166746083508,6.83979508917482
10.8423,1,0,0,0,-2.96422352477507,9.04682929692314,-13.872689540231,16.4355213685203,-17.9076756940927,5.30668361989759,-11.2341273509057,16.2447785524976,-19.274828765989,17.2582342597652,-18.2050661602804,-8.8145111186664,3.82606625788792,-7.01618843251018
6.134,1,0,0,0,9.21713025234693,-3.95392005825516,-1.50446474437564,-5.8589021626264,16.4832020705976,-0.699966864729305,-12.5932468756571,-0.822348823470946,-17.3244274646351,11.0420804523999,-9.85674617445869,-5.54865368545689,6.7070916831042,0.573102019876025
10.9666,1,0,0,0,2.26903765886622,0.861184036426948,-1.70625674851673,-7.46945377251412,8.08287977249129,4.41633219147418,-8.24613839100188,10.6134571684266,10.514246001856,-8.35098415801711,18.1598586887774,6.50748110959037,-1.63949328011629,-12.6060899413213
24.4389,1,0,0,0,-3.47024101352949,9.29640776167769,14.0196850518056,-4.55053656556088,0.909542509559962,10.7448560599721,-0.318461379860938,-18.2485259761577,-3.09869266107388,-0.287049579304242,0.696380344027464,5.9910853041151,7.89508365732003,-16.5438092772519
12.3448,1,0,0,0,-2.19362905181708,6.00363509734072,16.0610084454924,-16.9659986567804,11.0517853200648,-18.0366149029147,0.0968427317459977,19.887864952344,-7.28603589124743,15.9754343302267,6.66940607655025,8.99173112073191,-3.35299552076429,4.1439875132336
5.0799,1,0,0,0,14.1472901965737,2.04801632760511,-15.2102334712669,18.5217760978388,19.1878267217491,11.3317007274804,-8.69386406539845,-6.57861090502007,7.84250608289789,-10.4114168963546,1.98091282617517,3.86175919226595,-1.21808432013724,15.1363405924321
-1.9106,0,0,0,0,-11.2701727439247,17.3291194349331,10.9360882127649,15.7475784163479,-19.5038600614473,3.84394706487502,8.94551275087709,0.346534481491862,-5.3221242818152,18.320495575839,-16.4723314305736,-8.16474677999023,1.91071095937116,17.3533977692626
10.8618,1,0,0,0,12.596265520413,8.04198652037087,7.61869670512756,-18.0435393122201,6.15267761329082,13.0404915869136,10.77273876704,-9.38173096554006,4.04614917663648,-18.7933694434419,-7.64154163132374,-6.9558097954989,6.6120933985231,-4.24969609830647
0.7537,1,0,0,0,-7.67310155456649,14.3375815083597,-18.7658383515099,-11.6922176432338,-2.36456236070546,3.54055251322104,-16.3300583266825,4.44388534759061,3.13388993437606,-7.45303858080231,-13.5181388010771,1.57938396497894,0.825821646007487,1.87044695986095
14.0493,1,0,0,0,1.03649417220802,-17.5625605651877,18.5022722877808,-1.14093079277865,11.9805762648717,-6.3255176944655,1.15738978367635,-7.45584168600585,-5.31473591449224,16.6868347085709,13.6699980361182,8.09069265072066,-5.95852850283474,14.7846539969109
6.551,1,0,0,0,19.8518767984806,-16.3904028946137,-18.8032962270651,-11.6607904918638,-1.08095865812286,6.30772329036076,5.99906991276202,6.2470240432723,-9.30565933286379,-12.5083081515347,6.16738557572102,1.59226827817515,9.88171209795176,3.33074750992364
10.657,1,0,0,0,-16.5447365413237,-12.16726970166,-14.3997922906147,-8.05267279554112,-7.92511703740393,12.2646458435059,10.5108937469172,-6.53027481345356,5.06563624355238,12.8951144930812,4.21836907263172,-4.30603785726702,-7.37786812014689,-18.0349141061953
-2.3212,0,0,0,0,-4.19408249845932,-3.42822549441034,11.4829660329284,-0.999153353202299,6.27512042909828,1.47195942770245,-12.5581240921892,-0.0835274770991354,-4.55090949224722,4.10109305562256,-1.9249158015667,-2.19039131642677,2.32130879603768,6.18722771508028
14.793,1,0,0,0,11.9938388246828,6.2193982927684,-17.9561050991089,-19.7633515315899,-3.60461979385067,5.59072700347601,-15.4015143903573,-1.40173115083977,16.7829676411387,-15.2099283179947,-13.4483692499302,7.2055915529262,-7.58725884253797,-12.854210442783
23.3763,1,0,0,0,-2.92817185351946,-17.7444695301547,-14.6332690035424,17.9629026488243,-10.4206135889679,5.54702112393379,11.7614439888413,12.8612852013834,18.6096263853933,16.5346012565565,-1.78760112585171,6.31897767583912,8.17952474303151,-15.1968194459799
4.034,1,0,0,0,3.2100130755834,-14.2009876319659,3.76626016129573,15.4844924149727,14.7346914812506,-16.5735636383973,4.93123340153959,-3.07337439549169,4.96591546272857,-10.8126437834336,14.6668262764318,-3.04410848137752,6.92604004326819,2.89205060033467
3.359,1,0,0,0,6.45924405830242,-8.22445307804063,9.48723711281519,1.82927687745866,-18.5138603143163,3.15043778455468,-2.17052460745406,-19.8975332173064,-17.8107083837711,8.13357241809578,-12.6742803134259,-2.32765855515565,-5.68656784303209,12.3821188906403
6.3422,1,0,0,0,-0.131580504126653,-9.56174179602599,10.2995426681854,10.629274575149,-9.65030027484648,15.5389770325365,-6.2885433062589,-14.1654446730262,-19.3589106711466,10.465792892454,11.2213063239952,-8.37966372374254,1.35384748811656,-4.98836561949734
6.443,1,0,0,0,6.53456968180731,0.90444261159924,16.3889360306333,2.27961584775336,19.5127146076988,-4.06886113114158,-3.00899520960209,-2.79266884523553,7.23681878092858,2.1571869219503,19.396781799069,-1.00478821986425,7.17682965444438,0.733793932833471
8.949,1,0,0,0,0.309577361331609,-4.57455851183201,6.34729378732161,17.4205649148975,3.94461266633439,-15.5884675417574,-16.75608496268,3.26992100620411,11.6168659163905,-8.33733642278599,0.277534062689057,-0.489907034770653,-9.43879571501168,-8.11811134594051
13.3581,1,0,0,0,10.2522268691841,11.0962756214788,19.0852924867925,-6.6368090291206,-14.5411258505815,-10.2912405814294,-13.329386305638,3.10932172379976,18.6340710221584,-12.0973982484152,5.39876662593797,-8.80957521383135,0.0182532403918572,-13.3398260661048
14.3318,1,0,0,0,-8.36824926926409,-13.7468257646986,-17.442447780821,16.4740734456901,8.81976707028976,-12.3752016385957,-0.978699508452394,-7.00950015163201,-17.3383222716211,2.01708576142746,-16.1533428209458,8.06496671597972,-6.26668641257248,-9.41419908337814
11.2663,1,0,0,0,2.10535257331714,-9.67417427734918,-3.50570759664645,4.67954413109475,9.09263053631625,10.9081976063772,-6.48438547097915,-15.3336100281252,-5.41203639762556,-3.21955896009313,-3.92688091966729,4.27212712349366,-6.09191729334814,-17.3581957699179
1.3166,1,0,0,0,-18.309172123588,17.9344427281679,-8.12058723176091,-14.1137061446408,15.1947706843652,3.4141375085433,-10.3366811451475,15.0415530095993,-19.9159811645864,-4.76740762176822,-2.38492939802506,1.80258302332988,0.48606463879867,16.1618693919536
