Fitness,Label,Type,TrainDelta,TestDelta,TL,BL,IC
-0.899823257564101,0,0,0,0,5.60906610427917,-1.08671966700826,-17.7075096773346
-0.899203465996706,0,0,0,0,-9.04011319372271,0.616297511762774,10.6707224368267
0.2954,1,0,0,0,2.29258388648263,8.6486576522284,11.2630699164678
-0.899823257564101,0,0,0,0,5.09805481814233,-3.47565686855794,0.879250387763943
-0.898810552729862,0,0,0,0,2.91158609332051,0.224769095226382,6.48400373128281
-0.899473603041505,0,0,0,0,-5.37380357211595,9.65138585340095,-16.563220605148
-0.899473603041505,0,0,0,0,-1.74643170618007,9.70568459352805,-0.589647607084594
-0.899823257564101,0,0,0,0,2.23744353597231,-9.77559091113405,10.7420607107374
-0.899823257564101,0,0,0,0,4.83119085225781,-5.65306503258487,-4.10714410418229
2.7509,1,0,0,0,-4.74872253621568,-8.42722760597357,-11.1952102541586
-0.3003,0,0,0,0,-0.300299754694709,0.305924724980695,13.5603666928089
0,1,0,0,0,-1.73695866368233,-1.95648855109111,18.1074770086457
1.3002,1,0,0,0,-3.29803648318102,-7.3249959572609,7.81745772329513
-0.899222734336943,0,0,0,0,8.45546842634267,-0.249507219858332,0.227697947356749
4.2328,1,0,0,0,-9.90748478835296,-6.23062503232987,11.1855777533441
0.2193,1,0,0,0,2.21651899374975,5.84913720995254,13.5160179638176
-0.899823257564101,0,0,0,0,3.74716798807393,-8.37131799886408,12.2456227605487
-0.899473603041505,0,0,0,0,-7.30446009489065,1.39828698028717,2.98766025097506
-0.899473603041505,0,0,0,0,-9.67794498416208,8.69656631552925,4.59120106385265
-0.899823257564101,0,0,0,0,3.37149780529888,-1.56454382103741,8.11068694435956
0,1,0,0,0,-0.586067282515979,-1.82214133899376,19.5454407468593
0,1,0,0,0,-0.294985201465369,-7.65474521564076,14.3234366514438
1.1627,1,0,0,0,-3.16048415208695,-3.67241731659872,-4.89891414989627
-0.898507735776514,0,0,0,0,7.39763326678143,0.628665362440151,-18.993779633799
-0.899473603041505,0,0,0,0,-5.03289504904032,4.47360968271769,-2.70475287004792
2.7732,1,0,0,0,-4.77098834406319,-6.21181875589336,-11.4208794305335
0,1,0,0,0,-0.102108364381637,-9.33998335785909,-5.09502956795929
0.8686,1,0,0,0,-2.86646654617991,-4.50586922637709,-9.42404307830648
-0.899823257564101,0,0,0,0,4.89030757602081,-7.36632498416422,12.1233601283972
1.1452,1,0,0,0,-3.91193880139777,-3.14307583280053,6.37364737039336
-0.899473603041505,0,0,0,0,-9.2207102477369,5.44285677566239,7.60338317025502
-0.899823257564101,0,0,0,0,8.5449089098803,-8.75962830589468,7.49866478968109
2.5167,1,0,0,0,4.51389772899537,6.93058806571315,2.15200296063468
-0.899823257564101,0,0,0,0,6.84793489572657,-9.02162224422558,10.3521777671575
1.5228,1,0,0,0,3.51999748231225,7.4885818862057,-6.76227057189637
-0.37,0,0,0,0,0.36999338920489,-0.921095886252566,-12.8198773129091
-0.899823257564101,0,0,0,0,6.9479891446206,-9.07148050764415,0.943842876849224
-0.899473603041505,0,0,0,0,-5.34592741405864,8.06547808090405,1.6502786139112
-0.899473603041505,0,0,0,0,-8.02630052929895,7.14167262708342,-18.2904812328978
3.6522,1,0,0,0,-7.15916503297554,-5.6500470041232,11.0984829793179
0.8501,1,0,0,0,-2.84788097022226,-9.49352443777489,13.3511843684545
-0.899473603041505,0,0,0,0,-2.73604373318342,5.77123606227808,15.1863865363015
-0.898281033943308,0,0,0,0,3.5301568158974,0.904881243968216,15.9555541393699
6.0123,1,0,0,0,-8.01013057823597,-8.18121416645802,-18.6304267020848
1.5187,1,0,0,0,-3.51651543617312,-6.67868482729623,19.9231437976782
-0.899473603041505,0,0,0,0,-1.69029597434883,5.0866676879236,7.73253989609639
3.4157,1,0,0,0,5.4128802201617,8.24520167034143,-7.57280927589216
3.9078,1,0,0,0,-5.90565862319763,-8.54242364095458,3.48802744692865
0,1,0,0,0,0.849732421655865,2.88171636846725,3.92021038238763
0,1,0,0,0,-0.999605362360631,-6.74899639038479,10.5968293583085
-0.899823257564101,0,0,0,0,9.66600664975652,-7.13707110732957,13.1081350158405
-0.899823257564101,0,0,0,0,7.62265602472949,-8.5909944487793,-0.885386152876848
2.6775,1,0,0,0,4.77509588631274,4.67473817779549,12.6498110909261
0,1,0,0,0,0.66960121711627,1.21666792903084,-6.13895636041224
-0.899823257564101,0,0,0,0,1.01511294815454,-9.57794581841832,9.47084851788352
4.6822,1,0,0,0,6.67943477509468,6.72639318945228,-18.6751852825393
-0.899823257564101,0,0,0,0,8.24344687509024,-8.101496434302,14.036320342674
-0.444,0,0,0,0,0.443996389878656,-9.67267088580149,-14.8329137359111
0,1,0,0,0,1.86349410338417,4.43574738561166,-18.5189911345894
3.3534,1,0,0,0,-6.47661319220644,-5.35126725859954,8.60051172921113
-0.2096,0,0,0,0,5.41172110486575,1.78758964269592,14.917551491766
-0.899473603041505,0,0,0,0,-0.920172130677422,9.67858091941497,-9.60154332953678
-0.0623,0,0,0,0,3.81338284760662,1.93487604100976,-8.82684403206433
-0.899473603041505,0,0,0,0,-4.41580174552424,3.67535421863165,12.4512429391695
0.6147,1,0,0,0,-8.47517558795892,-2.61254612125124,12.2494834151837
7.1694,1,0,0,0,9.16661978769909,9.87469684475404,-2.97710929309076
0,1,0,0,0,-1.33694017348133,-3.23108865904816,-1.81328635793202
3.1168,1,0,0,0,5.39950546460208,5.11400561735677,19.6957573285883
0.4938,1,0,0,0,-5.93853187088936,-2.49166056998986,8.34680705718032
1.5229,1,0,0,0,-6.73004106021527,-3.52075894374047,12.3604899707913
1.4344,1,0,0,0,-5.62086204592642,-3.43223822475408,-1.52007183456161
0.9556,1,0,0,0,-2.95339666556472,-8.52920878142604,0.207722737254258
-0.899473603041505,0,0,0,0,-4.51600062756135,1.35270876050273,-18.8995555255823
-0.899823257564101,0,0,0,0,2.27434516840255,-1.52776073352487,5.81182877253947
