Fitness,Label,Type,TrainDelta,TestDelta,Xin1,Xin2,Xin3,Xin4,Xin5,Xin6,Xin7,Xin8,Xin9,Xin10,Xin11,TL,BL,IC
19.3968,1,0,0,0,-9.70505515111472,2.7120035207703,9.05889415445431,-5.86889648517641,-17.9565196669741,1.70343197275187,8.05263654588567,16.3449272738077,14.0292484257531,1.97031956156095,-6.93867712064877,-7.99356697434254,9.69848017222673,11.4032513154238
23.795,1,0,0,0,-2.91720035744421,-10.0385476157409,-0.977841208994597,7.79096343021266,14.9645785077714,-3.14768298320615,-14.9563489268741,-12.2524467016124,4.26724034008951,15.8770503133041,-16.1799654226516,5.64328750135106,5.10661514951281,-18.6883376191179
14.9531,1,0,0,0,16.5008380636911,-3.58235135076044,-0.540626329350616,3.95597886755268,-14.162668726497,0.265531747465751,10.8223155586766,2.3510478212063,1.34328443606295,-3.56028052928863,17.0531463778861,-9.58700929100521,-2.49619736289956,-17.4492777927007
10.0286,1,0,0,0,-16.7709659637733,-8.29527676126872,-14.0652060366861,-6.12966477818724,10.1831253316292,7.53766531201757,16.58496829384,-8.96354662506381,3.09197002085418,8.74091673737574,-1.38965984077552,1.2387651860196,9.46748279509677,-0.561072854436773
-2.0286,0,0,0,0,-10.3336583804493,-1.62774305957676,3.68527246694124,-8.80137471773643,-14.711782853938,11.4287178890865,0.8264252806493,14.4468838356491,-11.2329944603123,-13.1304209937877,-7.73545534890339,0.673736159093261,-5.50455257291266,-3.47599592680571
20.7902,1,0,0,0,-4.80651848238376,7.3431618814773,-15.6512741070935,6.55376506068345,17.8695713182219,-19.4018211319446,8.54474661472086,-18.6292428380734,-4.46514439328321,-5.93938178566003,-19.2732930341125,-9.72714648176024,-7.9959298542934,11.0630417473722
9.7895,1,0,0,0,18.579942922786,11.216078629273,-2.91839186821748,4.67311408140414,-15.3999547039913,-3.29940265478052,-9.36880128006208,-2.44570462309166,7.31163525666771,14.976547438649,15.1648229949758,8.63667434085656,1.9349737891109,-7.85453822740524
13.4025,1,0,0,0,11.7160426990907,14.4750529641292,-19.7657088743008,-5.55627221262092,-11.6984300168241,13.7119124203162,1.35304657803724,15.4462209840245,9.9444330134877,6.88661143509766,-7.61978838210201,-2.6382459417546,-6.76218648735475,10.7642128117632
3.4112,1,0,0,0,-16.1659154393432,-0.971563746109865,-8.96304903673279,16.9144524420335,-19.2883920711075,-0.227406872049983,16.64058065972,-12.8743141707323,6.32056607329976,16.0601204232622,-17.707620661492,2.03567521325393,-8.65202151485256,5.4468263780996
8.1091,1,0,0,0,-8.90721993580062,15.6302899741422,-6.11866236810682,0.524811628346594,-17.7389124590854,0.82152854503455,-2.24322699317966,9.50890124768971,-8.74587387640803,-9.56991808709936,13.2510903405162,7.74121361556199,-6.81064904499352,-14.919785222025
