Fitness,Label,Type,TrainDelta,TestDelta,TL,BL,IC
-6.3983,0,0,0,0,9.25248603236661,-4.49782854201016,13.7732527226483
0.5029,1,0,0,0,7.58354845121421,2.50010009334141,-1.53473086584757
-3.7806,0,0,0,0,3.85468779241714,-3.71682618259363,0.638369204598085
-2.1005,0,0,0,0,-3.09751921841517,1.11855285635911,8.5275268845391
0.7863,1,0,0,0,-2.78415869562916,-6.61562298505907,6.00884188300943
-1.8301,0,0,0,0,-3.24488334582917,0.457764941603129,4.91336987949444
1.5917,1,0,0,0,3.58885973929771,8.46360817213856,-16.5312597589032
0,1,0,0,0,0.23282084198614,1.93464090688266,9.57929633355522
-3.0521,0,0,0,0,-6.51426076089487,1.0542778384713,7.70441248648339
-6.0965,0,0,0,0,-9.53120012133478,4.09865847703776,-4.89798470319618
0.0953,1,0,0,0,9.1643879124611,2.09254800649922,-3.18886576640658
0.7419,1,0,0,0,-2.73973227615513,-9.25354758901743,-13.0234874817216
0,1,0,0,0,-1.95196078746779,-5.201063431429,-14.9443867489855
-1.4169,0,0,0,0,-1.41691935894543,9.76937613109434,1.90328708765677
-0.1448,0,0,0,0,0.144840949693439,-3.9904252220937,2.75123105557095
1.7634,1,0,0,0,-3.76126669557075,-9.12839413046876,-0.982969107531222
2.0627,1,0,0,0,4.05990596590907,4.15058029977077,3.38655570065903
0.2738,1,0,0,0,-2.27167317866549,-9.08122099883117,3.24784667939138
1.8509,1,0,0,0,-4.43576179169584,-3.84875283671711,0.583900997646452
-3.131,0,0,0,0,-3.13167727138334,5.77313593024084,10.6565745841643
0.7102,1,0,0,0,-4.79720788306309,-2.708070126716,-9.16418165380521
0,1,0,0,0,-0.18104444304848,-0.90280815970679,16.6066767065018
0.6355,1,0,0,0,5.7979345188378,2.63272164999165,-0.664603261522331
-3.9576,0,0,0,0,-3.95826145559702,7.98583633192928,6.55068013015795
-4.3339,0,0,0,0,4.33393837465491,-5.8865077324787,12.9817925401746
1.7145,1,0,0,0,3.71174433841628,4.56956823789588,9.84692927580296
-0.6369,0,0,0,0,0.636887009472169,-9.17855033663256,-1.43150858727414
1.8441,1,0,0,0,3.84128973353838,5.96382630365173,-1.55037014145615
-5.6167,0,0,0,0,-8.36637477956439,3.61887239811929,12.8641810512985
-8.3003,0,0,0,0,8.87534112895444,-7.75833761618018,17.2936755851639
-4.2311,0,0,0,0,4.59943957684205,-3.90703022559379,1.51735257402515
-3.0531,0,0,0,0,3.77298977287581,-2.37598349071599,9.85595805425726
5.4562,1,0,0,0,8.86467921159613,7.453357318936,19.849696006501
3.4089,1,0,0,0,-5.40677726350034,-7.047646350715,-4.4829514194989
-2.2575,0,0,0,0,-8.4769469418982,0.259703806467051,-17.0090608237347
